,Match_Date,Team,Player,DOB,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG_Expected,npxG_Expected,xAG_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp_percent_Passes,Prog_Passes,Succ_Dribbles,Att_Dribbles,Fls,Fld,Off,Crs,TklW,OG,PKwon,PKcon,Club
5121,8/28/2022,Getafe,Djené,1991-05-13,CB,90,0,0,0,0,2,0,1,0,37,1,0,0,0.1,0.1,0,0,0,29,32,90.6,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5122,8/28/2022,Getafe,Domingos Duarte,1994-09-27,CB,90,0,0,0,0,1,1,0,0,54,2,0,2,0,0,0,0,0,31,40,77.5,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
5123,8/28/2022,Getafe,Iglesias,1998-05-14,RB,90,0,0,0,0,0,0,0,0,43,1,1,2,0,0,0,0,0,25,39,64.1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5124,8/28/2022,Getafe,David Soria,1992-11-16,GK,90,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,10,21,47.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5125,8/28/2022,Villarreal,José Luis Morales,1987-06-26,FW,57,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0.2,1,0,3,7,42.9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5126,8/28/2022,Villarreal,Nicolas Jackson,2001-04-17,FW,33,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,3,4,75,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5127,8/28/2022,Villarreal,Gerard Moreno,1991-11-23,FW,90,0,0,0,0,3,1,0,0,21,1,0,1,0.3,0.3,0,0,0,10,16,62.5,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5128,8/28/2022,Villarreal,Giovani Lo Celso,1995-11-26,LM,68,0,0,0,0,1,0,0,0,45,2,1,1,0,0,0.1,3,0,25,32,78.1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
5129,8/28/2022,Villarreal,Alex Baena,2001-06-16,LM,22,0,0,0,0,1,1,0,0,6,0,0,0,0.3,0.3,0,1,0,2,3,66.7,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5130,8/28/2022,Villarreal,Daniel Parejo,1988-12-11,CM,68,0,0,0,0,0,0,1,0,55,0,0,0,0,0,0.1,2,0,45,52,86.5,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5131,8/28/2022,Villarreal,Francis Coquelin,1991-02-03,CM,22,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,6,7,85.7,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5132,8/28/2022,Villarreal,Étienne Capoue,1988-06-01,CM,90,0,0,0,0,0,0,0,0,54,1,3,1,0,0,0,2,0,37,46,80.4,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
5133,8/28/2022,Villarreal,Yeremi Pino,2001-12-17,RM,57,0,0,0,0,0,0,0,0,19,1,1,0,0,0,0,0,0,9,14,64.3,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5134,8/28/2022,Villarreal,Samuel Chukwueze,1999-02-19,RM,33,0,0,0,0,3,1,0,0,23,0,1,0,0.3,0.3,0.3,3,0,9,14,64.3,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
5135,8/28/2022,Villarreal,Alfonso Pedraza,1995-11-26,LB,90,0,0,0,0,2,2,1,0,61,0,0,1,0,0,0.3,3,0,46,55,83.6,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5136,8/28/2022,Villarreal,Pau Torres,1996-06-12,CB,90,0,0,0,0,0,0,1,0,87,0,0,1,0,0,0,1,0,73,83,88,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5137,8/28/2022,Villarreal,Raúl Albiol,1984-09-20,CB,90,0,0,0,0,0,0,1,0,94,0,0,0,0,0,0,1,0,84,90,93.3,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5138,8/28/2022,Villarreal,Juan Foyth,1997-06-04,RB,57,0,0,0,0,1,1,0,0,44,0,1,2,0.1,0.1,0,0,0,31,39,79.5,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
5139,8/28/2022,Villarreal,Kiko Femenía,1990-07-18,RB,33,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,4,0,33,34,97.1,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5140,8/28/2022,Villarreal,Gerónimo Rulli,1992-02-17,GK,90,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,31,31,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5141,8/28/2022,Barcelona,Robert Lewandowski,1988-08-22,FW,90,2,0,0,0,5,3,0,0,42,0,0,1,0.9,0.9,0.2,7,1,27,31,87.1,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
5142,8/28/2022,Barcelona,Ousmane Dembélé,1997-02-05,"LW,RW",81,0,2,0,0,4,1,0,0,74,2,0,2,0.3,0.3,0.3,7,3,49,63,77.8,6,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
5143,8/28/2022,Barcelona,Ferrán Torres,1999-09-08,RW,9,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,7,9,77.8,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5144,8/28/2022,Barcelona,Raphinha,1996-04-07,RW,60,0,1,0,0,3,1,0,0,71,1,1,5,0.3,0.3,0.6,8,1,39,57,68.4,7,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
5145,8/28/2022,Barcelona,Ansu Fati,2002-01-08,LW,30,0,0,0,0,1,1,0,0,21,1,0,0,0.1,0.1,0,2,0,10,15,66.7,0,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
5146,8/28/2022,Barcelona,Pedri,2002-02-27,LM,90,1,0,0,0,2,1,0,0,88,2,0,1,0.2,0.2,0.3,4,1,74,77,96.1,8,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
5147,8/28/2022,Barcelona,Sergio Busquets,1988-06-11,CM,75,0,0,0,0,0,0,0,0,70,1,2,1,0,0,0,3,1,59,64,92.2,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5148,8/28/2022,Barcelona,Franck Kessié,1996-04-17,CM,15,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,1,0,14,14,100,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
5149,8/28/2022,Barcelona,Gavi,2004-07-17,RM,60,0,0,0,0,2,0,0,0,49,1,0,2,0,0,0,3,0,31,39,79.5,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5150,8/28/2022,Barcelona,Frenkie de Jong,1997-01-30,RM,30,0,0,0,0,1,1,0,0,24,1,0,0,0.1,0.1,0,3,0,20,20,100,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
5151,8/28/2022,Barcelona,Alejandro Balde,2002-12-13,LB,90,0,0,0,0,1,0,0,0,68,2,2,0,0,0,0,1,0,50,57,87.7,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
5152,8/28/2022,Barcelona,Eric García,2000-05-28,CB,90,0,0,0,0,1,0,0,0,81,1,1,2,0.3,0.3,0,0,0,70,75,93.3,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5153,8/28/2022,Barcelona,Ronald Araújo,1998-09-20,CB,60,0,0,0,0,1,0,1,0,44,1,0,0,0.1,0.1,0,1,0,35,43,81.4,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5154,8/28/2022,Barcelona,Sergi Roberto,1991-07-28,RB,30,1,0,0,0,1,1,0,0,35,1,0,0,0.6,0.6,0,1,0,31,33,93.9,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5155,8/28/2022,Barcelona,Jules Koundé,1998-02-02,"RB,CB",90,0,0,0,0,1,0,0,0,74,0,1,2,0.1,0.1,0.1,3,0,61,69,88.4,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5156,8/28/2022,Barcelona,Marc-André ter Stegen,1992-01-08,GK,90,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,1,0,25,28,89.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5157,8/28/2022,Valladolid,Sergi Guardiola,1991-03-07,FW,60,0,0,0,0,2,0,0,0,24,0,1,0,0.1,0.1,0,1,0,7,15,46.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5158,8/28/2022,Valladolid,Sergio León,1988-05-25,FW,30,0,0,0,0,2,1,0,0,14,0,0,0,0.2,0.2,0,1,0,6,7,85.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5159,8/28/2022,Valladolid,Anuar,1994-06-11,LM,75,0,0,0,0,1,0,0,0,19,1,0,3,0.3,0.3,0,1,0,7,10,70,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5160,8/28/2022,Valladolid,Roberto Arroyo,2003-08-27,LM,15,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,5,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
5161,8/28/2022,Valladolid,Álvaro Aguado,1996-01-09,CM,45,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0.1,1,0,11,13,84.6,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5162,8/28/2022,Valladolid,Roque Mesa,1989-03-25,CM,45,0,0,0,0,1,1,0,0,28,1,1,0,0,0,0.3,2,0,16,20,80,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5163,8/28/2022,Valladolid,Kike Pérez,1996-08-09,CM,90,0,0,0,0,0,0,1,0,48,2,1,1,0,0,0,1,0,26,35,74.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5164,8/28/2022,Valladolid,Iván Sánchez,1991-10-27,RM,60,0,0,0,0,0,0,0,0,22,2,0,0,0,0,0,1,0,12,14,85.7,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
5165,8/28/2022,Valladolid,Toni Villa,1994-05-26,RM,30,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,1,0,8,9,88.9,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5166,8/28/2022,Valladolid,Monchu,1998-10-05,DM,45,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,16,22,72.7,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
5167,8/28/2022,Valladolid,Óscar Plano,1990-08-05,FW,45,0,0,0,0,2,0,0,0,29,0,1,1,0.1,0.1,0.2,2,0,15,21,71.4,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5168,8/28/2022,Valladolid,Sergio Escudero,1988-09-15,LB,90,0,0,0,0,0,0,0,0,45,4,0,2,0,0,0,1,0,25,36,69.4,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
5169,8/28/2022,Valladolid,Javi Sánchez,1996-10-04,CB,90,0,0,0,0,0,0,1,0,42,2,2,2,0,0,0,0,0,21,29,72.4,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
5170,8/28/2022,Valladolid,Joaquín Fernández,1996-03-09,CB,90,0,0,0,0,0,0,0,0,37,2,2,1,0,0,0,0,0,21,24,87.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5171,8/28/2022,Valladolid,Luis Pérez,1994-07-21,RB,90,0,0,0,0,0,0,0,0,47,2,1,0,0,0,0,2,0,32,43,74.4,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
5172,8/28/2022,Valladolid,Jordi Masip,1988-05-19,GK,90,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,29,43,67.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5173,8/28/2022,Espanyol,Joselu,1989-11-01,FW,90,1,0,0,0,5,3,0,0,39,1,1,0,0.5,0.5,0.2,3,1,13,22,59.1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5174,8/28/2022,Espanyol,Javi Puado,1998-02-25,LM,77,0,0,0,0,3,0,0,0,26,1,0,1,0.3,0.3,0,2,0,9,12,75,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5175,8/28/2022,Espanyol,Nico Ribaudo,2000-11-28,LM,13,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,6,7,85.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5176,8/28/2022,Espanyol,Sergi Darder,1993-04-24,CM,90,0,0,0,0,2,0,0,0,47,2,0,0,0.1,0.1,0.3,5,0,27,39,69.2,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5177,8/28/2022,Espanyol,Edu Expósito,1996-07-11,CM,88,0,0,0,0,0,0,0,0,49,5,0,0,0,0,0,1,0,31,41,75.6,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
5178,8/28/2022,Espanyol,Dani Gómez,1998-07-07,"FW,CM",2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5179,8/28/2022,Espanyol,Rubén,2000-07-19,RM,90,0,0,0,0,2,0,0,0,33,3,1,3,0.2,0.2,0,3,0,14,20,70,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
5180,8/28/2022,Espanyol,Vinicius Souza,1999-04-12,DM,67,0,0,0,0,1,1,0,0,36,1,1,0,0,0,0,0,0,27,29,93.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5181,8/28/2022,Espanyol,Keidi Bare,1997-09-03,"DM,CM",23,0,0,0,0,0,0,0,0,15,1,0,1,0,0,0,1,0,12,13,92.3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5182,8/28/2022,Espanyol,Brian Oliván,1993-11-10,LB,90,0,0,0,0,0,0,0,0,39,1,0,1,0,0,0,2,0,24,33,72.7,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
5183,8/28/2022,Espanyol,Leandro Cabrera,1991-04-14,CB,90,0,0,0,0,2,0,0,0,48,3,2,3,0.2,0.2,0,1,0,25,34,73.5,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5184,8/28/2022,Espanyol,Fernando Calero,1994-10-08,CB,90,0,0,0,0,0,0,0,0,38,2,0,7,0,0,0,0,0,23,29,79.3,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5185,8/28/2022,Espanyol,Óscar Gil,1996-12-29,RB,90,0,0,0,0,0,0,0,0,44,2,1,2,0,0,0.2,2,0,25,31,80.6,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
5186,8/28/2022,Espanyol,Benjamin Lecomte,1990-12-31,GK,89,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0.1,1,0,16,26,61.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5187,8/28/2022,Real Madrid,Karim Benzema,1987-04-20,FW,90,2,0,0,0,8,4,0,0,62,0,1,2,1.1,1.1,0,6,0,40,48,83.3,5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
5188,8/28/2022,Real Madrid,Vinicius Júnior,2000-05-31,LW,90,1,0,0,0,5,2,0,0,56,0,0,0,0.8,0.8,0.1,6,0,32,39,82.1,5,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
5189,8/28/2022,Real Madrid,Federico Valverde,1998-06-21,RW,57,0,0,0,0,0,0,0,0,39,1,0,0,0,0,0.2,2,1,25,36,69.4,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
5190,8/28/2022,Real Madrid,Rodrygo,2000-05-28,RW,33,0,1,0,0,1,0,0,0,15,0,0,0,0,0,0.7,3,1,11,12,91.7,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5191,8/28/2022,Real Madrid,Toni Kroos,1989-05-21,LM,79,0,0,0,0,1,0,0,0,91,1,0,0,0,0,0.1,2,0,73,87,83.9,10,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
5192,8/28/2022,Real Madrid,Dani Ceballos,1996-07-23,LM,11,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,3,1,6,6,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5193,8/28/2022,Real Madrid,Aurélien Tchouaméni,1999-07-04,CM,90,0,1,0,0,1,0,0,0,83,0,1,0,0,0,0.4,5,2,69,74,93.2,7,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
5194,8/28/2022,Real Madrid,Luka Modrić,1984-09-30,RM,57,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,45,50,90,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5195,8/28/2022,Real Madrid,Eduardo Camavinga,2002-01-28,RM,33,0,0,0,0,1,0,0,0,20,1,0,0,0.1,0.1,0.1,4,0,13,13,100,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5196,8/28/2022,Real Madrid,David Alaba,1992-04-27,LB,90,0,0,0,0,0,0,0,0,54,1,1,1,0,0,0.1,2,0,47,52,90.4,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5197,8/28/2022,Real Madrid,Antonio Rüdiger,1992-09-13,CB,90,0,0,0,0,1,0,0,0,49,1,0,1,0.1,0.1,0,0,0,38,40,95,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5198,8/28/2022,Real Madrid,Éder Militão,1997-06-16,CB,90,0,0,0,0,1,0,0,0,69,1,1,3,0,0,0,1,1,52,57,91.2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5199,8/28/2022,Real Madrid,Lucas Vázquez,1991-05-12,RB,84,0,0,0,0,0,0,0,0,56,1,1,1,0,0,0.1,3,0,47,51,92.2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5200,8/28/2022,Real Madrid,Dani Carvajal,1991-06-04,RB,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,75,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5201,8/28/2022,Real Madrid,Thibaut Courtois,1992-01-30,GK,90,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0.1,1,0,29,36,80.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5202,8/29/2022,Cádiz,Álvaro Negredo,1985-08-20,FW,90,0,0,0,0,2,1,0,0,35,1,0,0,0.1,0.1,0.1,4,0,14,25,56,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
5203,8/29/2022,Cádiz,Anthony Lozano,1992-12-27,FW,66,0,0,0,0,0,0,0,0,21,0,1,0,0,0,0.1,1,0,9,12,75,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
5204,8/29/2022,Cádiz,Lucas Pérez,1987-10-01,FW,24,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,7,10,70,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5205,8/29/2022,Cádiz,Santiago Arzamendia,1998-01-15,"LM,LB",90,0,0,0,0,0,0,0,0,41,0,0,3,0,0,0.1,2,0,24,34,70.6,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
5206,8/29/2022,Cádiz,José Mari,1987-03-24,CM,45,0,0,0,0,0,0,0,0,26,1,1,0,0,0,0,1,0,17,21,81,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5207,8/29/2022,Cádiz,Fede San Emeterio,1996-10-07,CM,45,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,18,20,90,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5208,8/29/2022,Cádiz,Blanco,2000-06-21,CM,60,0,0,0,0,0,0,0,0,23,2,0,2,0,0,0,0,0,15,16,93.8,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
5209,8/29/2022,Cádiz,Álex Fernández,1991-12-09,CM,30,0,0,0,0,0,0,0,0,18,0,1,1,0,0,0,1,0,13,14,92.9,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5210,8/29/2022,Cádiz,Iván Alejo,1994-08-01,RM,90,0,0,0,0,4,1,1,0,48,1,0,1,0.1,0.1,0,1,0,21,33,63.6,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
5211,8/29/2022,Cádiz,Alfonso Espino,1991-05-22,LB,60,0,0,0,0,0,0,1,0,41,3,2,2,0,0,0,1,0,21,31,67.7,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
5212,8/29/2022,Cádiz,Awer Mabil,1994-10-09,LM,30,0,0,0,0,2,1,0,0,15,0,0,0,0.1,0.1,0,0,0,7,10,70,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5213,8/29/2022,Cádiz,Fali,1993-08-02,CB,45,0,0,0,0,0,0,0,0,18,0,0,1,0,0,0,0,0,11,13,84.6,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5214,8/29/2022,Cádiz,Víctor Chust,1999-09-15,CB,45,0,0,0,0,0,0,0,0,26,1,0,1,0,0,0,0,0,19,22,86.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5215,8/29/2022,Cádiz,Luis Hernández,1988-12-06,CB,90,0,0,0,0,0,0,0,0,50,0,2,1,0,0,0,0,0,31,42,73.8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5216,8/29/2022,Cádiz,Joseba Zaldúa,1992-04-26,RB,90,0,0,0,0,1,0,0,0,45,3,1,0,0,0,0,0,0,28,38,73.7,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
5217,8/29/2022,Cádiz,Jeremías Ledesma,1992-08-07,GK,90,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,1,0,28,37,75.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5218,8/29/2022,Athletic Club,Iñaki Williams,1994-04-08,FW,53,1,0,0,1,4,2,0,0,17,0,0,0,1.2,0.4,0,1,1,7,10,70,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
5219,8/29/2022,Athletic Club,Gorka Guruzeta,1995-10-03,FW,37,2,0,0,0,2,2,0,0,13,1,1,0,0.2,0.2,0.1,1,0,6,8,75,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5220,8/29/2022,Athletic Club,Álex Berenguer,1995-05-16,LW,87,1,0,0,0,3,1,0,0,55,1,0,1,0.6,0.6,0.2,3,0,36,43,83.7,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
5221,8/29/2022,Athletic Club,Jon Morcillo,1997-10-08,"RM,LW",3,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0.2,2,1,7,7,100,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5222,8/29/2022,Athletic Club,Nico Williams,2002-05-30,RW,81,0,1,0,0,4,1,0,0,45,0,0,2,0.2,0.2,0.7,6,1,26,32,81.3,1,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
5223,8/29/2022,Athletic Club,Raúl García,1986-06-01,"RW,FW",9,0,0,0,0,1,0,0,0,14,0,0,0,0.1,0.1,0,1,1,11,13,84.6,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5224,8/29/2022,Athletic Club,Iker Muniain,1992-04-17,"AM,LM",90,0,0,0,0,0,0,0,0,78,0,1,0,0,0,0,3,0,58,71,81.7,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
5225,8/29/2022,Athletic Club,Mikel Vesga,1993-02-17,"DM,CM",90,0,0,0,0,2,0,0,0,86,2,1,2,0.1,0.1,0.1,2,0,65,72,90.3,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
5226,8/29/2022,Athletic Club,Oihan Sancet,1999-12-26,DM,87,0,0,0,0,0,0,0,0,56,0,0,2,0,0,0.1,2,0,46,50,92,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
5227,8/29/2022,Athletic Club,Dani García,1990-02-24,"CM,DM",3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,6,83.3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5228,8/29/2022,Athletic Club,Iñigo Lekue,1993-01-14,LB,87,0,1,0,0,2,0,1,0,73,2,1,1,0.1,0.1,0.1,4,1,54,57,94.7,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
5229,8/29/2022,Athletic Club,Aitor Paredes,2000-01-03,LB,3,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,1,0,6,7,85.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5230,8/29/2022,Athletic Club,Yeray Álvarez,1994-06-28,CB,90,0,0,0,0,0,0,0,0,80,1,1,2,0,0,0,1,0,59,68,86.8,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5231,8/29/2022,Athletic Club,Daniel Vivian,1999-06-06,CB,90,0,0,0,0,1,1,0,0,67,4,1,0,0,0,0,0,0,51,56,91.1,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5232,8/29/2022,Athletic Club,Óscar de Marcos,1988-12-06,RB,90,0,0,0,0,0,0,0,0,92,2,0,2,0,0,0.2,2,0,66,85,77.6,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5233,8/29/2022,Athletic Club,Unai Simón,1997-03-30,GK,90,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,21,28,75,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5234,8/29/2022,Valencia,Maranhão,1995-12-18,FW,73,0,0,0,0,3,0,1,0,23,1,0,0,0.2,0.2,0,3,0,11,16,68.8,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
5235,8/29/2022,Valencia,Maxi Gómez,1996-08-05,FW,17,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,100,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
5236,8/29/2022,Valencia,Samuel,1999-04-24,"LW,WB",90,0,0,0,0,2,1,0,0,51,0,0,0,0.1,0.1,0,2,0,34,44,77.3,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
5237,8/29/2022,Valencia,Samu Castillejo,1994-06-16,RW,73,0,0,0,0,2,1,0,0,50,0,0,3,0.1,0.1,0.1,4,0,33,41,80.5,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
5238,8/29/2022,Valencia,Francisco Perez,2001-09-25,"WB,RW",17,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,9,10,90,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5239,8/29/2022,Valencia,Carlos Soler,1996-05-14,AM,90,0,0,0,0,2,0,0,0,52,0,0,1,0.1,0.1,0.1,2,0,32,43,74.4,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5240,8/29/2022,Valencia,Hugo Guillamón,1999-07-11,DM,68,0,0,0,0,0,0,0,0,62,0,2,1,0,0,0,2,0,46,59,78,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5241,8/29/2022,Valencia,Nicolás González,2001-05-15,"DM,CM",22,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,19,21,90.5,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
