"","Match_Date","Team","Player","DOB","Pos","Min","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","Ast","xAG","xA","KP","Final_Third","PPA","CrsPA","Prog"
"1732","9/4/2022","Leicester City","Kiernan Dewsbury-Hall",1997-09-14,"CM",19,10,14,71.4,147,56,6,9,66.7,4,4,100,0,0,NA,0,0,0,0,2,0,0,1
"1733","9/4/2022","Leicester City","James Maddison",1996-02-18,"CM,RM",90,35,45,77.8,437,90,23,25,92,8,11,72.7,1,4,25,0,0,0,0,3,0,0,1
"1734","9/4/2022","Leicester City","Luke Thomas",2001-03-21,"CB,LB",90,48,55,87.3,815,381,23,28,82.1,21,22,95.5,4,5,80,0,0,0.1,0,5,1,0,7
"1735","9/4/2022","Leicester City","Jonny Evans",1987-05-13,"CB",90,57,65,87.7,1209,465,9,10,90,42,44,95.5,6,11,54.5,0,0,0,0,3,0,0,2
"1736","9/4/2022","Leicester City","Wilfred Ndidi",1996-04-04,"CB,CM",90,63,72,87.5,834,336,41,41,100,17,20,85,2,8,25,0,0,0,0,2,0,0,1
"1737","9/4/2022","Leicester City","James Justin",1997-08-20,"RB",90,36,48,75,543,101,20,21,95.2,15,18,83.3,1,4,25,0,0,0,1,1,1,1,1
"1738","9/4/2022","Leicester City","Danny Ward",1993-04-16,"GK",90,30,43,69.8,693,410,3,3,100,23,24,95.8,4,14,28.6,0,0,0,0,0,0,0,0
"1739","9/4/2022","Manchester United","Marcus Rashford",1997-01-02,"FW,LW,RW",79,13,15,86.7,235,35,6,7,85.7,6,6,100,1,1,100,1,0.3,0.1,2,2,1,0,2
"1740","9/4/2022","Manchester United","Casemiro",1991-08-22,"DM",11,2,3,66.7,22,1,1,2,50,1,1,100,0,0,NA,0,0,0,0,0,0,0,0
"1741","9/4/2022","Manchester United","Jadon Sancho",1999-10-19,"LW",66,14,17,82.4,137,25,10,12,83.3,2,3,66.7,0,0,NA,0,0,0,0,0,0,0,1
"1742","9/4/2022","Manchester United","Fred",1992-09-10,"AM",24,10,11,90.9,143,30,4,4,100,3,3,100,1,2,50,0,0.3,0,1,0,1,0,1
"1743","9/4/2022","Manchester United","Antony",1999-08-22,"RW",57,10,15,66.7,128,20,7,9,77.8,3,4,75,0,1,0,0,0,0,0,0,0,0,1
"1744","9/4/2022","Manchester United","Cristiano Ronaldo",1984-07-18,"FW",33,7,12,58.3,84,21,6,7,85.7,1,2,50,0,1,0,0,0,0,0,0,0,0,0
"1745","9/4/2022","Manchester United","Bruno Fernandes",1993-09-19,"AM,RW",90,22,31,71,336,142,11,15,73.3,5,6,83.3,3,4,75,1,0.4,0.3,2,3,0,0,3
"1746","9/4/2022","Manchester United","Christian Eriksen",1991-08-04,"DM,LW",90,35,45,77.8,602,220,15,16,93.8,12,16,75,5,8,62.5,1,0.4,0.4,3,2,1,0,2
"1747","9/4/2022","Manchester United","Scott McTominay",1996-03-19,"DM",90,26,26,100,397,118,11,11,100,15,15,100,0,0,NA,0,0,0,0,1,0,0,2
"1748","9/4/2022","Manchester United","Tyrell Malacia",1999-08-05,"LB",90,31,38,81.6,417,145,21,24,87.5,6,6,100,2,5,40,0,0,0,0,2,0,0,0
"1749","9/4/2022","Manchester United","Lisandro Martínez",1997-06-09,"CB",79,29,34,85.3,586,342,9,9,100,16,16,100,4,9,44.4,0,0,0,0,3,0,0,0
"1750","9/4/2022","Manchester United","Harry Maguire",1992-09-10,"CB",11,2,2,100,46,21,0,0,NA,2,2,100,0,0,NA,0,0,0,0,0,0,0,0
"1751","9/4/2022","Manchester United","Raphaël Varane",1992-12-21,"CB",90,14,20,70,234,65,7,9,77.8,7,9,77.8,0,2,0,0,0,0,0,0,0,0,0
"1752","9/4/2022","Manchester United","Diogo Dalot",1998-10-05,"RB",90,29,43,67.4,599,213,10,13,76.9,15,18,83.3,4,10,40,0,0.1,0.1,1,2,1,1,1
"1753","9/4/2022","Manchester United","David de Gea",1990-01-18,"GK",90,17,28,60.7,602,487,3,3,100,7,7,100,7,17,41.2,0,0.1,0,1,0,0,0,0
"1754","9/4/2022","Arsenal","Gabriel Jesus",1996-11-06,"FW",90,29,34,85.3,468,167,16,19,84.2,9,9,100,2,3,66.7,0,0.6,0.4,5,3,2,0,4
"1755","9/4/2022","Arsenal","Martinelli",2001-04-06,"LW,LB",90,31,43,72.1,494,130,19,21,90.5,5,8,62.5,5,7,71.4,0,0.1,0.1,2,1,3,2,3
"1756","9/4/2022","Arsenal","Bukayo Saka",2000-09-11,"RW,RM",90,24,34,70.6,418,76,15,19,78.9,5,8,62.5,4,5,80,0,0,0.1,1,0,3,0,3
"1757","9/4/2022","Arsenal","Granit Xhaka",1991-10-28,"LM,DM",90,35,39,89.7,621,154,16,18,88.9,15,16,93.8,4,5,80,0,0,0.1,1,4,0,0,4
"1758","9/4/2022","Arsenal","Albert Sambi Lokonga",1998-12-15,"CM",73,38,42,90.5,665,229,17,18,94.4,19,21,90.5,2,3,66.7,0,0,0,1,7,1,0,5
"1759","9/4/2022","Arsenal","Fabio Vieira",2000-02-28,"CM,AM",17,8,11,72.7,115,51,6,7,85.7,2,2,100,0,1,0,0,0,0,0,1,0,0,1
"1760","9/4/2022","Arsenal","Martin Ødegaard",1998-04-06,"RM",73,27,41,65.9,389,154,15,18,83.3,12,19,63.2,0,1,0,0,0.2,0.3,4,4,3,0,5
"1761","9/4/2022","Arsenal","Emile Smith Rowe",2000-06-25,"CM,DM",17,5,6,83.3,60,9,3,3,100,2,2,100,0,0,NA,0,0,0,0,0,1,0,1
"1762","9/4/2022","Arsenal","Oleksandr Zinchenko",1996-04-02,"LB",73,46,50,92,719,214,23,23,100,19,23,82.6,2,2,100,0,0,0,0,4,3,0,4
"1763","9/4/2022","Arsenal","Eddie Nketiah",1999-02-28,"FW,LM,LW",17,1,1,100,20,0,0,0,NA,1,1,100,0,0,NA,0,0,0,0,0,0,0,0
"1764","9/4/2022","Arsenal","Gabriel Dos Santos",1997-04-10,"CB",90,40,47,85.1,917,359,8,8,100,26,26,100,6,10,60,0,0,0,0,4,1,0,3
"1765","9/4/2022","Arsenal","William Saliba",2000-10-16,"CB",90,57,58,98.3,1013,333,19,20,95,32,32,100,3,3,100,0,0,0,0,2,0,0,3
"1766","9/4/2022","Arsenal","Ben White",1996-11-17,"RB",79,36,47,76.6,585,257,16,18,88.9,17,20,85,2,4,50,0,0,0.1,0,3,1,1,3
"1767","9/4/2022","Arsenal","Takehiro Tomiyasu",1998-01-12,"CB",11,12,14,85.7,222,126,5,6,83.3,4,5,80,2,2,100,0,0,0,0,4,1,0,4
"1768","9/4/2022","Arsenal","Aaron Ramsdale",1998-01-27,"GK",90,29,41,70.7,815,526,8,8,100,10,11,90.9,11,22,50,0,0,0,0,1,0,0,0
"1769","9/16/2022","Aston Villa","Ollie Watkins",1995-04-21,"FW,AM",90,14,23,60.9,172,22,9,16,56.3,4,5,80,0,0,NA,0,0.1,0.2,1,0,1,0,2
"1770","9/16/2022","Aston Villa","Philippe Coutinho",1992-03-15,"AM",83,37,44,84.1,465,146,26,28,92.9,7,10,70,2,4,50,0,0.1,0.1,1,6,1,1,2
"1771","9/16/2022","Aston Villa","Danny Ings",1992-06-05,"FW",7,3,4,75,31,0,3,3,100,0,0,NA,0,0,NA,0,0,0,0,1,0,0,0
"1772","9/16/2022","Aston Villa","Leon Bailey",1997-07-08,"AM",66,10,23,43.5,156,64,7,14,50,2,5,40,1,2,50,0,0,0.2,0,0,2,2,0
"1773","9/16/2022","Aston Villa","Emi Buendía",1996-04-10,"AM",24,15,18,83.3,195,96,10,11,90.9,3,5,60,1,1,100,0,0.6,0,1,1,0,0,2
"1774","9/16/2022","Aston Villa","John McGinn",1993-11-26,"LM",90,28,39,71.8,378,131,17,18,94.4,6,10,60,2,6,33.3,0,0,0,1,4,1,0,4
"1775","9/16/2022","Aston Villa","Boubacar Kamara",1999-02-05,"CM",43,16,18,88.9,309,79,8,8,100,6,6,100,2,3,66.7,0,0,0,0,2,0,0,1
"1776","9/16/2022","Aston Villa","Douglas Luiz",1998-01-05,"CM",47,27,33,81.8,506,102,10,12,83.3,12,12,100,4,7,57.1,0,0.1,0,1,2,0,0,2
"1777","9/16/2022","Aston Villa","Jacob Ramsey",2001-02-11,"RM",66,23,30,76.7,385,107,12,16,75,9,9,100,2,3,66.7,0,0,0,0,2,1,0,3
"1778","9/16/2022","Aston Villa","Leander Dendoncker",1994-11-19,"RM",24,0,2,0,0,0,0,2,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0
"1779","9/16/2022","Aston Villa","Lucas Digne",1993-05-30,"LB",90,52,69,75.4,834,338,31,32,96.9,17,26,65.4,4,8,50,0,0,0,0,2,0,0,6
"1780","9/16/2022","Aston Villa","Tyrone Mings",1992-09-14,"CB",90,30,41,73.2,674,318,5,6,83.3,20,23,87,4,10,40,0,0,0.4,1,2,0,0,2
"1781","9/16/2022","Aston Villa","Ezri Konsa",1996-12-05,"CB",90,25,35,71.4,545,249,3,4,75,19,22,86.4,3,9,33.3,0,0,0,0,1,0,0,0
"1782","9/16/2022","Aston Villa","Ashley Young",1985-05-10,"RB",90,39,63,61.9,815,401,18,22,81.8,14,25,56,7,12,58.3,0,0.1,0.1,1,4,2,1,1
"1783","9/16/2022","Aston Villa","Emiliano Martínez",1992-08-26,"GK",90,22,30,73.3,713,565,2,2,100,12,12,100,8,15,53.3,0,0,0,0,0,0,0,0
"1784","9/16/2022","Southampton","Che Adams",1996-05-15,"FW",70,8,11,72.7,123,20,4,5,80,1,1,100,1,1,100,0,0,0,0,0,1,0,1
"1785","9/16/2022","Southampton","Sekou Mara",2002-06-17,"FW",20,2,3,66.7,29,0,1,2,50,1,1,100,0,0,NA,0,0,0,0,0,0,0,0
"1786","9/16/2022","Southampton","Adam Armstrong",1996-07-13,"LW",70,11,16,68.8,187,73,5,5,100,3,4,75,2,4,50,0,0,0,0,3,0,0,3
"1787","9/16/2022","Southampton","Stuart Armstrong",1991-10-19,"LW",20,10,10,100,136,38,6,6,100,4,4,100,0,0,NA,0,0,0,0,0,0,0,0
"1788","9/16/2022","Southampton","Moussa Djenepo",1998-03-20,"RW",90,12,15,80,149,53,8,9,88.9,4,6,66.7,0,0,NA,0,0,0,0,1,0,0,2
"1789","9/16/2022","Southampton","Mohamed Elyounoussi",1994-06-29,"AM",78,9,15,60,73,7,8,11,72.7,0,2,0,0,0,NA,0,0,0,0,0,0,0,0
"1790","9/16/2022","Southampton","Samuel Edozie",2002-06-16,"RW",12,1,2,50,16,12,0,0,NA,1,1,100,0,0,NA,0,0,0,0,0,0,0,0
"1791","9/16/2022","Southampton","Ibrahima Diallo",1998-09-03,"DM",45,15,21,71.4,223,50,8,9,88.9,6,8,75,1,4,25,0,0,0,0,0,0,0,2
"1792","9/16/2022","Southampton","Joe Aribo",1996-05-31,"DM",45,13,19,68.4,138,13,10,15,66.7,2,3,66.7,0,0,NA,0,0,0,1,0,0,0,0
"1793","9/16/2022","Southampton","James Ward-Prowse",1993-12-24,"DM",90,47,64,73.4,802,191,23,25,92,18,26,69.2,4,10,40,0,0.1,0.1,1,1,0,0,3
"1794","9/16/2022","Southampton","Romain Perraud",1996-10-04,"LB",45,13,20,65,207,173,7,9,77.8,4,5,80,1,3,33.3,0,0.1,0,1,0,0,0,1
"1795","9/16/2022","Southampton","Juan Larios",2003-05-15,"LB",45,16,24,66.7,211,78,10,12,83.3,6,8,75,0,1,0,0,0,0,0,1,0,0,0
"1796","9/16/2022","Southampton","Mohammed Salisu",1998-11-22,"CB",90,45,59,76.3,861,301,19,24,79.2,23,27,85.2,3,8,37.5,0,0,0,0,0,0,0,1
"1797","9/16/2022","Southampton","Armel Bella Kotchap",2001-03-12,"CB",90,43,60,71.7,857,216,13,19,68.4,23,26,88.5,7,13,53.8,0,0,0,0,0,0,0,1
"1798","9/16/2022","Southampton","Kyle Walker-Peters",1996-11-14,"RB",90,29,40,72.5,339,153,21,22,95.5,5,10,50,1,3,33.3,0,0,0,0,1,0,0,1
"1799","9/16/2022","Southampton","Gavin Bazunu",2001-08-01,"GK",90,31,43,72.1,833,602,8,8,100,14,14,100,9,21,42.9,0,0,0,0,1,0,0,0
"1800","9/16/2022","Nottingham Forest","Taiwo Awoniyi",1997-07-14,"FW",69,7,8,87.5,80,25,6,7,85.7,1,1,100,0,0,NA,0,0,0,0,1,0,0,1
"1801","9/16/2022","Nottingham Forest","Sam Surridge",1998-06-14,"FW",21,4,9,44.4,71,26,1,2,50,2,3,66.7,0,0,NA,0,0,0,0,1,0,0,1
"1802","9/16/2022","Nottingham Forest","Brennan Johnson",2001-02-01,"FW,RM,RB",90,6,9,66.7,75,50,2,4,50,3,4,75,0,0,NA,0,0,0,1,0,1,0,2
"1803","9/16/2022","Nottingham Forest","Morgan Gibbs-White",1999-06-15,"AM,FW,RM",90,17,35,48.6,241,83,9,14,64.3,6,8,75,1,7,14.3,0,0.1,0.1,1,3,0,0,1
"1804","9/16/2022","Nottingham Forest","Remo Freuler",1991-11-20,"CM",69,21,29,72.4,324,98,12,16,75,8,10,80,1,2,50,0,0,0,0,1,0,0,2
"1805","9/16/2022","Nottingham Forest","Lewis O'Brien",1997-11-17,"CM",21,13,14,92.9,234,81,4,4,100,9,9,100,0,0,NA,0,0,0,0,2,0,0,0
"1806","9/16/2022","Nottingham Forest","Ryan Yates",1997-02-01,"CM",90,24,28,85.7,464,143,7,7,100,13,15,86.7,3,5,60,1,0.4,0,1,0,0,0,1
"1807","9/16/2022","Nottingham Forest","Renan Lodi",1997-11-04,"WB,LB",90,42,56,75,737,189,17,19,89.5,20,25,80,3,8,37.5,0,0.1,0.1,2,2,1,1,1
"1808","9/16/2022","Nottingham Forest","Neco Williams",2000-11-13,"WB,RB",87,21,35,60,380,130,7,10,70,8,9,88.9,4,10,40,0,0,0,0,0,0,0,0
"1809","9/16/2022","Nottingham Forest","Emmanuel Dennis",1997-01-20,"FW,RB",3,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0
"1810","9/16/2022","Nottingham Forest","Scott McKenna",1996-01-15,"CB",90,51,60,85,1050,269,13,15,86.7,28,33,84.8,9,11,81.8,0,0,0,0,4,0,0,0
"1811","9/16/2022","Nottingham Forest","Steve Cook",1990-11-28,"CB",62,15,21,71.4,352,87,3,6,50,8,9,88.9,4,6,66.7,0,0,0,0,1,0,0,0
"1812","9/16/2022","Nottingham Forest","Jesse Lingard",1992-03-22,"LM,CB",28,10,11,90.9,157,36,7,8,87.5,2,2,100,1,1,100,0,0,0,0,1,1,0,1
"1813","9/16/2022","Nottingham Forest","Willy Boly",1990-07-01,"CB",62,19,27,70.4,371,156,4,5,80,10,13,76.9,3,6,50,0,0,0,0,0,0,0,1
"1814","9/16/2022","Nottingham Forest","Joe Worrall",1996-05-12,"CB",28,22,31,71,401,106,9,12,75,11,13,84.6,2,6,33.3,0,0.5,0.3,2,2,0,0,1
"1815","9/16/2022","Nottingham Forest","Dean Henderson",1996-09-11,"GK",90,36,47,76.6,1038,603,3,3,100,22,22,100,11,22,50,0,0,0,0,1,0,0,0
"1816","9/16/2022","Fulham","Aleksandar Mitrović",1994-09-23,"FW",89,15,26,57.7,281,86,5,10,50,8,11,72.7,2,2,100,0,0,0.1,0,2,0,0,3
"1817","9/16/2022","Fulham","Carlos Vinícius",1994-10-08,"FW",1,2,2,100,24,0,2,2,100,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0
"1818","9/16/2022","Fulham","Bobby Reid",1992-06-28,"LW",89,14,18,77.8,243,57,3,3,100,7,9,77.8,2,4,50,1,0.1,0,1,0,0,0,0
"1819","9/16/2022","Fulham","Neeskens Kebano",1991-09-09,"LW",1,5,5,100,40,9,4,4,100,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0
"1820","9/16/2022","Fulham","Willian",1988-07-10,"RW",69,29,36,80.6,526,90,8,10,80,16,18,88.9,3,6,50,1,0.1,0.1,3,2,2,0,2
"1821","9/16/2022","Fulham","Daniel James",1997-01-10,"RW",21,8,9,88.9,94,32,5,5,100,2,2,100,0,0,NA,0,0.2,0.2,2,0,1,1,0
"1822","9/16/2022","Fulham","Andreas Pereira",1995-04-25,"AM",82,28,40,70,563,178,11,15,73.3,11,12,91.7,5,11,45.5,0,0.1,0.1,3,2,1,0,1
"1823","9/16/2022","Fulham","Tom Cairney",1990-06-03,"AM",8,7,12,58.3,119,56,3,3,100,3,3,100,1,4,25,0,0,0,0,1,1,0,1
"1824","9/16/2022","Fulham","João Palhinha",1995-05-08,"DM",90,28,33,84.8,457,157,16,18,88.9,8,9,88.9,4,4,100,0,0,0,0,6,0,0,4
"1825","9/16/2022","Fulham","Harrison Reed",1994-06-16,"DM",90,43,53,81.1,676,170,19,22,86.4,20,26,76.9,1,2,50,0,0.1,0,2,7,1,1,3
"1826","9/16/2022","Fulham","Tim Ream",1986-11-02,"LB",90,45,54,83.3,841,265,13,16,81.3,27,30,90,4,6,66.7,0,0,0,0,7,0,0,3
"1827","9/16/2022","Fulham","Issa Diop",1996-05-10,"CB",90,94,107,87.9,1855,538,22,24,91.7,65,67,97,7,16,43.8,0,0,0,0,5,0,0,5
"1828","9/16/2022","Fulham","Tosin Adarabioyo",1996-10-08,"CB",90,72,82,87.8,1356,414,16,19,84.2,53,56,94.6,3,7,42.9,0,0,0,0,1,0,0,2
"1829","9/16/2022","Fulham","Kenny Tete",1994-11-08,"RB",90,65,83,78.3,1013,303,38,46,82.6,22,28,78.6,5,6,83.3,1,0,0,1,2,2,1,5
"1830","9/16/2022","Fulham","Bernd Leno",1991-08-28,"GK",90,27,35,77.1,657,451,11,11,100,7,7,100,9,17,52.9,0,0,0,0,0,0,0,0
"1831","9/17/2022","Wolverhampton Wanderers","Daniel Podence",1994-12-01,"FW",69,9,19,47.4,114,39,7,11,63.6,2,6,33.3,0,1,0,0,0.1,0,1,0,0,0,1
"1832","9/17/2022","Wolverhampton Wanderers","Boubacar Traoré",2001-07-28,"CM",21,7,8,87.5,117,42,4,4,100,2,3,66.7,1,1,100,0,0,0,0,1,0,0,1
"1833","9/17/2022","Wolverhampton Wanderers","Gonçalo Guedes",1996-02-17,"LW,LM",69,10,17,58.8,151,50,4,5,80,6,8,75,0,1,0,0,0.1,0.1,1,1,2,0,2
"1834","9/17/2022","Wolverhampton Wanderers","Hwang Hee-chan",1995-06-13,"FW",21,4,4,100,60,25,2,2,100,2,2,100,0,0,NA,0,0,0,0,1,0,0,1
"1835","9/17/2022","Wolverhampton Wanderers","Pedro Neto",1999-09-04,"RM,RW",85,21,27,77.8,336,118,13,15,86.7,6,8,75,2,3,66.7,0,0,0,0,2,1,0,3
"1836","9/17/2022","Wolverhampton Wanderers","Chem Campbell",2002-04-18,"RM",5,2,2,100,21,0,2,2,100,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0
"1837","9/17/2022","Wolverhampton Wanderers","João Moutinho",1986-09-08,"CM,LM",90,44,50,88,956,240,10,13,76.9,27,29,93.1,7,8,87.5,0,0,0,0,7,0,0,8
"1838","9/17/2022","Wolverhampton Wanderers","Rúben Neves",1996-09-12,"CB,CM",90,55,63,87.3,1250,491,14,16,87.5,30,34,88.2,11,13,84.6,0,0,0,1,4,1,0,1
"1839","9/17/2022","Wolverhampton Wanderers","Matheus Nunes",1998-08-12,"RM,CM,LM",90,29,37,78.4,463,82,16,17,94.1,10,14,71.4,3,5,60,0,0,0,0,0,1,0,1
"1840","9/17/2022","Wolverhampton Wanderers","Rayan Aït Nouri",2001-02-28,"LB",80,20,23,87,328,124,9,9,100,10,11,90.9,1,1,100,0,0.1,0,1,0,1,1,1
"1841","9/17/2022","Wolverhampton Wanderers","Nélson Semedo",1993-01-22,"RB",10,10,11,90.9,145,44,6,6,100,4,4,100,0,0,NA,0,0,0,0,1,0,0,1
"1842","9/17/2022","Wolverhampton Wanderers","Max Kilman",1997-02-01,"CB",90,46,51,90.2,978,318,10,10,100,29,30,96.7,6,10,60,0,0,0,0,1,0,0,1
"1843","9/17/2022","Wolverhampton Wanderers","Nathan Collins",2000-12-16,"CB",32,26,28,92.9,525,128,6,6,100,17,17,100,3,5,60,0,0,0,0,0,0,0,0
"1844","9/17/2022","Wolverhampton Wanderers","Jonny Castro",1993-08-24,"RB,LB",90,47,52,90.4,821,196,23,24,95.8,19,21,90.5,4,4,100,0,0,0,0,2,0,0,2
"1845","9/17/2022","Wolverhampton Wanderers","José Sá",1992-05-26,"GK",90,50,65,76.9,1102,633,10,11,90.9,34,34,100,6,20,30,0,0,0,0,1,0,0,0
"1846","9/17/2022","Manchester City","Erling Haaland",2000-05-29,"FW",90,10,15,66.7,136,32,4,7,57.1,5,6,83.3,0,0,NA,0,0,0,0,1,0,0,1
"1847","9/17/2022","Manchester City","Jack Grealish",1995-09-10,"LW,LM",76,31,34,91.2,438,94,20,22,90.9,9,9,100,1,1,100,0,0.1,0.1,2,2,2,0,5
"1848","9/17/2022","Manchester City","Cole Palmer",2001-12-28,"LM",14,8,9,88.9,134,5,4,4,100,4,4,100,0,1,0,0,0,0,1,0,0,0,0
"1849","9/17/2022","Manchester City","Phil Foden",2000-02-11,"RW",71,23,29,79.3,392,56,12,12,100,8,12,66.7,3,4,75,0,0,0,1,2,0,0,0
"1850","9/17/2022","Manchester City","Riyad Mahrez",1990-08-05,"RM",19,16,20,80,326,126,6,7,85.7,8,9,88.9,2,4,50,0,0,0.2,1,2,1,0,3
"1851","9/17/2022","Manchester City","Bernardo Silva",1994-07-10,"LM",70,51,57,89.5,742,142,34,37,91.9,13,13,100,3,4,75,1,0.1,0,3,5,1,0,3
"1852","9/17/2022","Manchester City","Julián Álvarez",1999-06-22,"FW",20,7,10,70,111,34,3,3,100,4,6,66.7,0,0,NA,0,0,0,0,3,0,0,2
"1853","9/17/2022","Manchester City","Rodri",1996-04-02,"CM",80,57,60,95,1006,321,22,25,88,31,31,100,4,4,100,0,0,0.1,0,5,1,0,5
"1854","9/17/2022","Manchester City","Sergio Gómez",2000-08-27,"LB",10,11,13,84.6,155,36,6,7,85.7,5,6,83.3,0,0,NA,0,0,0,0,2,0,0,1
"1855","9/17/2022","Manchester City","Kevin De Bruyne",1991-04-16,"RM",71,32,41,78,658,171,10,13,76.9,17,20,85,5,7,71.4,2,0.5,0.7,4,5,5,1,4
"1856","9/17/2022","Manchester City","İlkay Gündoğan",1989-12-08,"CM",19,10,13,76.9,187,43,5,6,83.3,3,3,100,2,3,66.7,0,0,0,0,0,0,0,2
"1857","9/17/2022","Manchester City","João Cancelo",1994-02-10,"LB,RB",90,74,84,88.1,1092,332,41,43,95.3,29,36,80.6,3,3,100,0,0.1,0.1,2,4,2,1,4
"1858","9/17/2022","Manchester City","Rúben Dias",1997-01-14,"CB",90,81,86,94.2,1525,538,29,29,100,46,48,95.8,6,7,85.7,0,0,0,0,2,0,0,1
"1859","9/17/2022","Manchester City","Manuel Akanji",1995-05-27,"CB",90,88,91,96.7,1521,729,40,41,97.6,40,40,100,6,8,75,0,0,0,0,7,0,0,3
"1860","9/17/2022","Manchester City","John Stones",1994-02-12,"RB,CM",90,57,61,93.4,906,198,29,31,93.5,26,26,100,1,3,33.3,0,0,0,0,4,0,0,1
"1861","9/17/2022","Manchester City","Ederson",1993-07-24,"GK",90,30,32,93.8,659,384,4,4,100,21,21,100,5,7,71.4,0,0,0,0,0,0,0,0
"1862","9/17/2022","Newcastle United","Alexander Isak",1998-10-01,"FW,LW",90,11,16,68.8,165,41,6,9,66.7,2,3,66.7,2,2,100,0,0.1,0.1,2,1,0,0,0
"1863","9/17/2022","Newcastle United","Ryan Fraser",1993-08-10,"LW",70,20,30,66.7,302,56,10,13,76.9,10,13,76.9,0,0,NA,0,0.1,0,1,1,0,0,0
"1864","9/17/2022","Newcastle United","Jacob Murphy",1994-08-10,"LW,RW",20,9,13,69.2,149,8,4,5,80,4,5,80,0,1,0,0,0,0,0,0,0,0,0
"1865","9/17/2022","Newcastle United","Miguel Almirón",1993-07-13,"RW",88,46,51,90.2,618,139,32,34,94.1,14,15,93.3,0,0,NA,0,0.1,0.1,1,2,3,0,4
"1866","9/17/2022","Newcastle United","Chris Wood",1991-03-06,"FW",2,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0
"1867","9/17/2022","Newcastle United","Joelinton",1996-07-17,"LM",90,34,41,82.9,515,110,19,23,82.6,11,11,100,3,3,100,0,0,0,0,4,1,0,2
"1868","9/17/2022","Newcastle United","Bruno Guimarães",1997-01-21,"CM",71,56,62,90.3,979,239,26,28,92.9,24,25,96,6,8,75,0,0.1,0.1,1,7,4,0,6
"1869","9/17/2022","Newcastle United","Sean Longstaff",1996-12-18,"CM",19,26,29,89.7,483,67,9,9,100,13,14,92.9,4,6,66.7,0,0,0,1,3,0,0,1
"1870","9/17/2022","Newcastle United","Joe Willock",1999-07-29,"RM",90,60,71,84.5,905,204,34,36,94.4,22,27,81.5,2,3,66.7,0,0.2,0.2,2,6,2,2,3
"1871","9/17/2022","Newcastle United","Matt Targett",1994-09-26,"LB",90,74,88,84.1,1217,329,36,39,92.3,35,41,85.4,3,7,42.9,0,0,0.1,1,5,1,0,3
"1872","9/17/2022","Newcastle United","Dan Burn",1992-01-06,"CB",90,82,92,89.1,1929,600,13,16,81.3,50,53,94.3,17,19,89.5,0,0,0,1,9,0,0,3
"1873","9/17/2022","Newcastle United","Fabian Schär",1991-04-01,"CB",90,74,88,84.1,1384,530,29,33,87.9,35,39,89.7,10,14,71.4,0,0.1,0,1,16,1,0,7
"1874","9/17/2022","Newcastle United","Kieran Trippier",1989-09-29,"RB",90,85,112,75.9,1548,587,40,44,90.9,35,41,85.4,9,18,50,0,0.1,0.4,2,6,9,2,8
"1875","9/17/2022","Newcastle United","Nick Pope",1991-11-27,"GK",90,17,18,94.4,388,266,4,4,100,10,10,100,3,4,75,0,0,0,0,0,0,0,0
"1876","9/17/2022","Bournemouth","Dominic Solanke",1997-09-17,"FW",89,6,8,75,83,12,3,3,100,3,4,75,0,0,NA,0,0,0,0,1,0,0,1
"1877","9/17/2022","Bournemouth","Kieffer Moore",1992-07-06,"FW",1,1,1,100,21,0,0,0,NA,1,1,100,0,0,NA,0,0,0,0,0,0,0,0
"1878","9/17/2022","Bournemouth","Ryan Christie",1994-08-06,"LW",86,15,24,62.5,189,53,10,14,71.4,4,6,66.7,0,1,0,0,0,0,0,1,1,0,2
"1879","9/17/2022","Bournemouth","Jack Stacey",1995-10-31,"LW",4,1,2,50,13,0,1,1,100,0,0,NA,0,1,0,0,0,0,0,0,0,0,0
"1880","9/17/2022","Bournemouth","Marcus Tavernier",1998-09-30,"RW",79,19,26,73.1,283,68,10,10,100,6,9,66.7,1,5,20,0,0.1,0,1,1,0,0,2
"1881","9/17/2022","Bournemouth","Jaidon Anthony",1999-02-20,"RW",11,1,1,100,10,0,1,1,100,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0
"1882","9/17/2022","Bournemouth","Philip Billing",1996-03-11,"AM",89,13,19,68.4,234,58,6,8,75,6,9,66.7,1,1,100,0,0.1,0,2,1,1,0,1
"1883","9/17/2022","Bournemouth","Jack Stephens",1993-06-15,"AM",1,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0
"1884","9/17/2022","Bournemouth","Jefferson Lerma",1993-12-09,"DM",90,18,25,72,321,101,3,5,60,15,16,93.8,0,2,0,0,0,0,0,2,0,0,1
