,Match_Date,Team,Player,DOB,Pos,Min,Att,Live_Pass_Types,Dead_Pass_Types,FK_Pass_Types,TB_Pass_Types,Sw_Pass_Types,Crs_Pass_Types,TI_Pass_Types,CK_Pass_Types,In_Corner_Kicks,Out_Corner_Kicks,Str_Corner_Kicks,Cmp_Outcomes,Off_Outcomes,Blocks_Outcomes
8027,10/30/2022,Real Sociedad,Aritz Elustondo,8/31/1993,CB,20,12,12,0,0,0,0,0,0,0,0,0,0,11,0,0
8028,10/30/2022,Real Sociedad,Andoni Gorosabel,5/15/1996,RB,90,47,37,10,2,0,0,2,8,0,0,0,0,42,0,0
8029,10/30/2022,Real Sociedad,Álex Remiro,8/23/1994,GK,90,39,32,7,2,0,0,0,0,0,0,0,0,35,0,0
8030,10/30/2022,Real Betis,Borja Iglesias,4/13/1992,FW,90,13,12,1,0,0,0,0,0,0,0,0,0,11,0,0
8031,10/30/2022,Real Betis,Sergio Canales,6/13/1990,LW,90,37,34,3,3,0,0,3,0,0,0,0,0,25,0,2
8032,10/30/2022,Real Betis,Luiz Henrique,3/12/2000,RW,56,8,8,0,0,0,0,1,0,0,0,0,0,4,0,0
8033,10/30/2022,Real Betis,Juan Cruz,10/25/1999,RW,34,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
8034,10/30/2022,Real Betis,Nabil Fekir,4/12/1993,AM,69,22,16,6,2,0,0,3,1,3,1,1,0,19,0,0
8035,10/30/2022,Real Betis,William Carvalho,9/21/1991,"AM,DM",21,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0
8036,10/30/2022,Real Betis,Andrés Guardado,9/5/1986,DM,90,41,35,6,6,0,2,0,0,0,0,0,0,32,0,1
8037,10/30/2022,Real Betis,Paul Akouokou,2/15/1997,DM,88,26,24,1,1,0,0,0,0,0,0,0,0,22,1,0
8038,10/30/2022,Real Betis,Willian José,12/25/1990,AM,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8039,10/30/2022,Real Betis,Álex Moreno,1/22/1993,LB,90,40,28,12,0,0,0,0,12,0,0,0,0,32,0,2
8040,10/30/2022,Real Betis,Édgar González,9/7/1996,CB,90,24,22,2,2,0,0,0,0,0,0,0,0,19,0,0
8041,10/30/2022,Real Betis,Germán Pezzella,3/2/1991,CB,90,28,24,4,4,0,0,0,0,0,0,0,0,24,0,0
8042,10/30/2022,Real Betis,Youssouf Sabaly,7/16/1992,RB,90,54,44,9,1,0,0,0,8,0,0,0,0,39,1,0
8043,10/30/2022,Real Betis,Rui Silva,5/25/1993,GK,90,37,20,17,5,0,0,0,0,0,0,0,0,22,0,0
8044,10/31/2022,Elche,Lucas Boyé,7/5/1995,FW,90,21,20,1,0,0,0,3,0,0,0,0,0,18,0,0
8045,10/31/2022,Elche,Pere Milla,8/23/1992,"LM,CM,RM",90,37,35,2,0,0,2,4,0,1,0,0,0,20,0,0
8046,10/31/2022,Elche,Gerard Gumbau,2/11/1994,CM,90,74,65,9,4,2,4,8,1,4,3,1,0,59,0,1
8047,10/31/2022,Elche,Omar Mascarell,5/14/1992,CM,90,53,52,1,0,0,2,1,1,0,0,0,0,48,0,0
8048,10/31/2022,Elche,Tete Morente,1/14/1996,"RM,RB",73,24,22,2,0,0,0,3,2,0,0,0,0,16,0,2
8049,10/31/2022,Elche,Josan,1/13/1989,RB,17,16,11,5,0,0,0,3,4,1,0,1,0,11,0,0
8050,10/31/2022,Elche,Carlos Clerc,6/22/1991,LB,90,59,50,9,3,0,0,5,6,0,0,0,0,45,0,2
8051,10/31/2022,Elche,Pedro Bigas,8/8/1990,CB,90,74,73,1,0,0,1,1,1,0,0,0,0,68,0,1
8052,10/31/2022,Elche,Gonzalo Verdú,10/19/1988,CB,81,59,58,1,1,0,0,0,0,0,0,0,0,49,0,0
8053,10/31/2022,Elche,Nicolás Ezequiel Fernández,3/30/1999,LM,9,9,8,1,0,0,1,1,1,0,0,0,0,7,0,1
8054,10/31/2022,Elche,Enzo Roco,6/8/1992,CB,90,66,64,2,2,0,0,0,0,0,0,0,0,58,0,1
8055,10/31/2022,Elche,Pol Lirola,6/1/1997,RB,57,49,43,6,0,0,0,7,6,0,0,0,0,36,0,2
8056,10/31/2022,Elche,Ezequiel Ponce,8/31/1996,FW,33,11,11,0,0,0,0,0,0,0,0,0,0,7,0,0
8057,10/31/2022,Elche,Édgar Badía,6/4/1991,GK,90,27,22,5,1,0,0,0,0,0,0,0,0,23,0,0
8058,10/31/2022,Getafe,Enes Ünal,11/23/1996,FW,90,36,36,0,0,0,0,4,0,0,0,0,0,26,0,1
8059,10/31/2022,Getafe,Borja Mayoral,9/14/1996,FW,80,27,26,1,0,0,1,1,0,0,0,0,0,21,0,1
8060,10/31/2022,Getafe,Gastón Álvarez,8/21/1999,LB,10,5,4,1,0,0,0,1,1,0,0,0,0,1,0,0
8061,10/31/2022,Getafe,Carles Aleñá,3/18/1997,CM,79,44,44,0,0,0,0,1,0,0,0,0,0,36,0,0
8062,10/31/2022,Getafe,Portu,12/17/1991,CM,11,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0
8063,10/31/2022,Getafe,Luis Milla,9/20/1994,CM,90,53,45,8,6,0,0,4,0,2,1,1,0,41,0,0
8064,10/31/2022,Getafe,Nemanja Maksimović,4/30/1994,CM,58,19,19,0,0,0,0,1,0,0,0,0,0,15,0,0
8065,10/31/2022,Getafe,Ángel Algobia,2/19/1999,CM,32,9,9,0,0,0,0,1,0,0,0,0,0,8,0,1
8066,10/31/2022,Getafe,Iglesias,3/11/1998,"RB,LB",90,42,29,13,0,0,1,2,13,0,0,0,0,23,0,1
8067,10/31/2022,Getafe,Domingos Duarte,7/25/1994,CB,90,23,23,0,0,0,0,0,0,0,0,0,0,19,0,1
8068,10/31/2022,Getafe,Stefan Mitrović,12/19/1989,CB,90,41,39,1,1,0,0,0,0,0,0,0,0,31,1,0
8069,10/31/2022,Getafe,Djené,3/10/1991,CB,90,37,35,2,1,0,0,0,1,0,0,0,0,30,0,2
8070,10/31/2022,Getafe,Damián Suárez,10/31/1987,RB,9,4,2,2,1,0,0,0,1,0,0,0,0,4,0,0
8071,10/31/2022,Getafe,Jordan Amavi,7/23/1993,LB,68,30,23,7,1,0,0,2,6,0,0,0,0,14,0,1
8072,10/31/2022,Getafe,David Soria,9/13/1992,GK,90,25,14,11,1,0,0,0,0,0,0,0,0,17,0,0
8073,11/4/2022,Girona,Valentín Castellanos,9/7/1998,FW,61,13,12,1,0,0,0,0,0,0,0,0,0,9,0,0
8074,11/4/2022,Girona,Cristhian Stuani,9/28/1986,FW,29,9,8,1,0,0,0,0,0,0,0,0,0,6,0,0
8075,11/4/2022,Girona,Valery,12/18/1998,LM,61,26,24,2,0,0,0,3,0,2,0,0,0,21,0,1
8076,11/4/2022,Girona,Rodrigo Riquelme,9/4/1999,LM,29,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0
8077,11/4/2022,Girona,Aleix García,2/25/1997,CM,90,59,52,7,2,0,2,8,0,5,2,3,0,44,0,1
8078,11/4/2022,Girona,Yangel Herrera,3/18/1997,CM,84,29,28,0,0,0,0,2,0,0,0,0,0,20,1,0
8079,11/4/2022,Girona,Ramón Terrats,10/6/2000,CM,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
8080,11/4/2022,Girona,Toni Villa,3/19/1994,RM,65,31,31,0,0,0,0,3,0,0,0,0,0,23,0,0
8081,11/4/2022,Girona,Iván Martín,6/2/1998,RM,25,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
8082,11/4/2022,Girona,Oriol Romeu,8/22/1991,DM,90,42,41,1,1,0,1,0,0,0,0,0,0,34,0,1
8083,11/4/2022,Girona,Miguel Gutiérrez,4/23/2001,LB,84,41,36,5,0,0,0,4,5,0,0,0,0,29,0,4
8084,11/4/2022,Girona,Javi,11/3/1997,LB,6,3,2,1,1,0,0,0,0,0,0,0,0,2,0,0
8085,11/4/2022,Girona,David López,9/21/1989,CB,90,38,33,3,2,0,2,0,1,0,0,0,0,31,2,0
8086,11/4/2022,Girona,Santiago Bueno,11/20/1997,CB,90,23,23,0,0,0,0,0,0,0,0,0,0,23,0,0
8087,11/4/2022,Girona,Arnau Martinez,10/19/2002,RB,90,51,44,7,3,0,0,2,4,0,0,0,0,46,0,0
8088,11/4/2022,Girona,Paulo Gazzaniga,3/10/1991,GK,90,30,19,11,4,0,1,0,0,0,0,0,0,17,0,0
8089,11/4/2022,Athletic Club,Iñaki Williams,1/31/1994,FW,90,29,26,3,0,0,0,2,0,0,0,0,0,22,0,1
8090,11/4/2022,Athletic Club,Álex Berenguer,3/10/1995,LW,90,42,41,1,1,0,0,3,0,0,0,0,0,24,0,3
8091,11/4/2022,Athletic Club,Nico Williams,3/24/2002,RW,90,36,35,1,0,1,0,3,0,1,0,0,0,27,0,3
8092,11/4/2022,Athletic Club,Raúl García,3/26/1986,AM,68,19,19,0,0,0,0,0,0,0,0,0,0,12,0,0
8093,11/4/2022,Athletic Club,Gorka Guruzeta,7/27/1996,AM,22,10,9,1,0,0,0,0,1,0,0,0,0,7,0,1
8094,11/4/2022,Athletic Club,Mikel Vesga,12/12/1992,DM,54,32,31,1,1,0,0,0,0,0,0,0,0,30,0,0
8095,11/4/2022,Athletic Club,Unai Vencedor Paris,12/2/1999,DM,36,42,40,2,2,0,1,2,0,0,0,0,0,35,0,1
8096,11/4/2022,Athletic Club,Oihan Sancet,10/20/1999,DM,68,23,21,2,2,0,0,0,0,0,0,0,0,22,0,0
8097,11/4/2022,Athletic Club,Oier Zarraga,3/12/1998,DM,22,20,20,0,0,0,0,1,0,0,0,0,0,18,0,0
8098,11/4/2022,Athletic Club,Yuri Berchiche,5/27/1989,LB,45,31,28,3,0,0,0,1,3,0,0,0,0,26,0,0
8099,11/4/2022,Athletic Club,Mikel Balenziaga,7/5/1987,LB,45,37,32,4,0,0,0,2,4,0,0,0,0,28,1,0
8100,11/4/2022,Athletic Club,Iñigo Martínez,12/5/1990,CB,90,71,66,5,4,0,2,0,0,0,0,0,0,62,0,0
8101,11/4/2022,Athletic Club,Yeray Álvarez,4/22/1994,CB,90,79,75,3,3,0,1,2,0,0,0,0,0,70,1,0
8102,11/4/2022,Athletic Club,Iñigo Lekue,11/8/1992,RB,54,32,29,2,0,0,0,3,2,0,0,0,0,26,1,1
8103,11/4/2022,Athletic Club,Óscar de Marcos,9/30/1988,RB,36,36,32,4,0,0,0,3,4,0,0,0,0,31,0,1
8104,11/4/2022,Athletic Club,Unai Simón,1/22/1997,GK,90,28,22,6,1,0,0,0,0,0,0,0,0,21,0,0
8105,11/5/2022,Getafe,Enes Ünal,11/18/1996,FW,90,22,22,0,0,0,0,1,0,0,0,0,0,13,0,0
8106,11/5/2022,Getafe,Borja Mayoral,9/9/1996,FW,74,24,24,0,0,1,0,1,0,0,0,0,0,19,0,2
8107,11/5/2022,Getafe,Ángel Algobia,2/14/1999,CM,16,12,12,0,0,0,0,1,0,0,0,0,0,12,0,0
8108,11/5/2022,Getafe,Carles Aleñá,3/13/1997,CM,84,48,47,1,0,1,0,1,1,0,0,0,0,40,0,1
8109,11/5/2022,Getafe,Latasa,8/13/2000,FW,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8110,11/5/2022,Getafe,Luis Milla,9/15/1994,CM,90,60,49,11,7,0,3,7,0,4,0,4,0,45,0,1
8111,11/5/2022,Getafe,Nemanja Maksimović,4/25/1994,CM,66,25,24,1,0,0,0,1,0,0,0,0,0,22,0,0
8112,11/5/2022,Getafe,Munir El Haddadi,7/5/1995,"CM,FW",24,12,11,1,0,0,0,1,0,1,0,0,0,11,0,1
8113,11/5/2022,Getafe,Iglesias,3/6/1998,LB,90,46,35,11,0,0,1,3,11,0,0,0,0,35,0,0
8114,11/5/2022,Getafe,Domingos Duarte,7/20/1994,CB,45,23,23,0,0,0,1,0,0,0,0,0,0,21,0,0
8115,11/5/2022,Getafe,Omar Alderete,2/22/1996,CB,45,29,27,2,2,0,1,0,0,0,0,0,0,24,0,0
8116,11/5/2022,Getafe,Stefan Mitrović,12/14/1989,CB,90,49,48,1,1,0,1,0,0,0,0,0,0,42,0,0
8117,11/5/2022,Getafe,Djené,3/5/1991,CB,74,36,34,1,1,0,0,1,0,0,0,0,0,31,1,0
8118,11/5/2022,Getafe,Gastón Álvarez,8/16/1999,CB,15,5,4,1,1,0,0,0,0,0,0,0,0,5,0,0
8119,11/5/2022,Getafe,Portu,12/12/1991,RB,89,56,46,10,0,0,0,13,10,0,0,0,0,36,0,5
8120,11/5/2022,Getafe,David Soria,9/8/1992,GK,90,33,12,21,5,0,1,0,0,0,0,0,0,19,0,0
8121,11/5/2022,Cádiz,Anthony Lozano,10/20/1992,FW,81,15,15,0,0,0,0,1,0,0,0,0,0,13,0,0
8122,11/5/2022,Cádiz,Lucas Pérez,7/24/1988,FW,9,6,5,1,0,0,0,0,0,1,0,0,0,6,0,0
8123,11/5/2022,Cádiz,Rubén Sobrino,1/3/1992,"FW,LW",90,20,19,1,0,0,0,1,0,0,0,0,0,17,0,1
8124,11/5/2022,Cádiz,Brian Ocampo,2/18/1999,LM,63,23,23,0,0,0,0,1,0,0,0,0,0,20,0,0
8125,11/5/2022,Cádiz,Rubén Alcaraz,11/2/1990,CM,27,16,15,1,1,0,0,1,0,0,0,0,0,11,0,1
8126,11/5/2022,Cádiz,Álex Fernández,10/1/1992,"CM,RM",90,49,44,5,2,0,0,5,0,3,2,1,0,41,0,1
8127,11/5/2022,Cádiz,Fede San Emeterio,7/31/1996,"CM,LM",90,33,32,0,0,0,1,0,0,0,0,0,0,24,1,1
8128,11/5/2022,Cádiz,Theo Bongonda,12/12/1994,RM,63,20,19,1,1,0,0,2,0,0,0,0,0,10,0,3
8129,11/5/2022,Cádiz,Iván Alejo,5/25/1994,RW,27,7,7,0,0,0,0,0,0,0,0,0,0,4,0,0
8130,11/5/2022,Cádiz,Alfonso Espino,3/15/1991,LB,90,48,40,8,0,0,0,1,8,0,0,0,0,34,0,2
8131,11/5/2022,Cádiz,Víctor Chust,7/9/1999,CB,25,17,17,0,0,0,0,0,0,0,0,0,0,14,0,0
8132,11/5/2022,Cádiz,Isaac Carcelen,10/16/1992,RB,65,36,28,8,0,0,0,2,7,1,0,1,0,29,0,0
8133,11/5/2022,Cádiz,Fali,5/26/1993,CB,45,28,26,2,2,0,0,0,0,0,0,0,0,22,0,1
8134,11/5/2022,Cádiz,Cala,12/25/1988,CB,45,16,16,0,0,0,1,0,0,0,0,0,0,12,0,0
8135,11/5/2022,Cádiz,Luis Hernández,9/29/1988,"CB,RB",89,61,48,13,4,0,1,2,9,0,0,0,0,39,0,0
8136,11/5/2022,Cádiz,Jeremías Ledesma,5/31/1992,GK,90,37,26,10,5,0,0,0,0,0,0,0,0,18,1,0
8137,11/5/2022,Valladolid,Sergio León,3/17/1988,FW,68,11,9,2,0,0,1,2,0,0,0,0,0,5,0,1
8138,11/5/2022,Valladolid,Shon Weissman,6/2/1995,FW,22,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0
8139,11/5/2022,Valladolid,Óscar Plano,5/28/1990,LW,90,30,30,0,0,2,0,2,0,0,0,0,0,21,0,0
8140,11/5/2022,Valladolid,Gonzalo Plata,11/2/2000,RW,79,30,29,1,0,0,0,2,1,0,0,0,0,19,0,2
8141,11/5/2022,Valladolid,Monchu,7/28/1999,RW,11,7,5,2,1,0,0,2,0,1,1,0,0,4,0,0
8142,11/5/2022,Valladolid,Álvaro Aguado,11/1/1995,LM,90,51,48,3,0,0,0,4,0,3,0,2,0,44,0,0
8143,11/5/2022,Valladolid,Roque Mesa,1/15/1989,CM,90,57,51,5,5,1,1,1,0,0,0,0,0,53,1,0
8144,11/5/2022,Valladolid,Iván Sánchez,8/18/1992,RM,66,50,50,0,0,0,1,2,0,0,0,0,0,44,0,2
8145,11/5/2022,Valladolid,Kike Pérez,6/1/1996,RM,24,8,8,0,0,0,0,0,0,0,0,0,0,6,0,1
8146,11/5/2022,Valladolid,Sergio Escudero,7/8/1989,LB,45,20,17,3,0,0,0,4,1,2,0,2,0,14,0,0
8147,11/5/2022,Valladolid,Lucas Olaza,4/12/1994,LB,45,28,14,14,2,0,0,3,10,2,0,2,0,20,0,1
8148,11/5/2022,Valladolid,Javi Sánchez,7/27/1996,CB,66,44,44,0,0,0,0,0,0,0,0,0,0,41,0,0
8149,11/5/2022,Valladolid,Jawad El Yamiq,7/3/1991,CB,24,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0
8150,11/5/2022,Valladolid,Joaquín Fernández,12/31/1995,CB,90,55,54,0,0,0,0,0,0,0,0,0,0,48,1,3
8151,11/5/2022,Valladolid,Lucas Oliveira Rosa,9/5/1999,RB,90,39,23,16,2,0,0,4,14,0,0,0,0,27,0,0
8152,11/5/2022,Valladolid,Jordi Masip,3/11/1988,GK,90,24,19,5,0,0,0,0,0,0,0,0,0,23,0,0
8153,11/5/2022,Elche,Lucas Boyé,6/30/1995,FW,61,20,17,3,0,0,0,0,0,0,0,0,0,15,0,0
8154,11/5/2022,Elche,Raúl Guti,3/1/1996,CM,29,16,16,0,0,0,1,0,0,0,0,0,0,14,0,0
8155,11/5/2022,Elche,Pere Milla,8/18/1992,FW,90,24,24,0,0,1,0,0,0,0,0,0,0,20,0,1
8156,11/5/2022,Elche,Tete Morente,1/9/1996,LM,90,33,30,3,2,0,0,2,1,0,0,0,0,27,0,1
8157,11/5/2022,Elche,Gerard Gumbau,2/6/1994,CM,60,40,38,2,1,0,3,1,0,1,0,1,0,36,0,0
8158,11/5/2022,Elche,Ezequiel Ponce,8/26/1996,FW,30,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0
8159,11/5/2022,Elche,Omar Mascarell,5/9/1992,CM,90,38,37,1,1,0,1,0,0,0,0,0,0,34,0,1
8160,11/5/2022,Elche,Álex Collado,10/13/1998,RM,45,22,20,2,0,0,0,2,0,2,2,0,0,16,0,3
8161,11/5/2022,Elche,Josan,1/8/1989,RM,45,28,24,4,0,0,0,2,3,1,1,0,0,21,0,0
8162,11/5/2022,Elche,Carlos Clerc,6/17/1991,LB,90,54,39,15,0,0,1,2,15,0,0,0,0,39,0,0
8163,11/5/2022,Elche,Pedro Bigas,8/3/1990,CB,45,25,24,1,1,0,0,0,0,0,0,0,0,22,0,0
8164,11/5/2022,Elche,Diego González,4/29/1994,CB,45,20,19,1,1,0,0,0,0,0,0,0,0,18,0,0
8165,11/5/2022,Elche,Enzo Roco,6/3/1992,CB,90,31,31,0,0,0,1,0,0,0,0,0,0,26,0,0
8166,11/5/2022,Elche,Pol Lirola,5/27/1997,RB,77,59,48,11,2,0,1,4,9,0,0,0,0,47,0,3
8167,11/5/2022,Elche,Nicolás Ezequiel Fernández,3/25/1999,RB,13,4,4,0,0,0,0,1,0,0,0,0,0,2,0,0
8168,11/5/2022,Elche,Édgar Badía,5/30/1991,GK,90,33,22,11,2,0,0,0,0,0,0,0,0,22,0,0
8169,11/5/2022,Celta Vigo,Jørgen Strand Larsen,5/16/1999,FW,56,8,7,1,0,0,0,0,0,0,0,0,0,6,0,0
8170,11/5/2022,Celta Vigo,Williot Swedberg,5/5/2003,LM,34,12,11,1,1,0,0,0,0,0,0,0,0,11,0,0
8171,11/5/2022,Celta Vigo,Iago Aspas,5/6/1987,FW,90,44,36,8,4,0,0,1,2,0,0,0,0,31,0,1
8172,11/5/2022,Celta Vigo,Franco Cervi,12/21/1993,"LM,RM",85,37,33,4,2,0,0,6,0,2,2,0,0,26,0,1
8173,11/5/2022,Celta Vigo,Pablo Durán,4/21/2000,RM,5,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
8174,11/5/2022,Celta Vigo,Fran Beltrán,5/10/1998,CM,90,56,54,2,1,0,0,0,1,0,0,0,0,51,0,0
8175,11/5/2022,Celta Vigo,Óscar Rodríguez Arnaiz,2/24/1998,CM,90,59,55,4,4,0,1,2,0,0,0,0,0,50,0,0
8176,11/5/2022,Celta Vigo,Carles Pérez,6/5/1997,RM,56,17,17,0,0,0,0,1,0,0,0,0,0,14,0,0
8177,11/5/2022,Celta Vigo,Gonçalo Paciência,5/4/1994,FW,34,6,6,0,0,0,1,1,0,0,0,0,0,3,0,1
8178,11/5/2022,Celta Vigo,Javi Galán,12/10/1993,LB,90,63,51,12,0,0,0,3,12,0,0,0,0,46,0,3
8179,11/5/2022,Celta Vigo,Unai Núñez,5/2/1996,CB,90,94,92,2,2,0,1,1,0,0,0,0,0,85,0,0
8180,11/5/2022,Celta Vigo,Joseph Aidoo,8/30/1995,CB,90,73,70,3,3,0,1,0,0,0,0,0,0,67,0,0
8181,11/5/2022,Celta Vigo,Óscar Mingueza,11/24/1998,RB,90,79,66,13,1,0,0,2,12,0,0,0,0,64,0,3
8182,11/5/2022,Celta Vigo,Agustín Marchesín,8/3/1987,GK,90,32,21,11,1,0,0,0,0,0,0,0,0,26,0,0
8183,11/5/2022,Osasuna,Ante Budimir,4/15/1991,FW,72,11,10,1,0,0,0,0,0,0,0,0,0,7,0,0
8184,11/5/2022,Osasuna,Kike,12/23/1988,FW,18,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
8185,11/5/2022,Osasuna,Kike Barja,9/1/1996,LW,62,19,19,0,0,0,0,3,0,0,0,0,0,14,0,2
8186,11/5/2022,Osasuna,Nacho Vidal,4/21/1994,CB,28,10,8,2,0,0,0,0,2,0,0,0,0,8,0,0
8187,11/5/2022,Osasuna,Ezequiel Ávila,5/17/1993,"RW,FW",83,29,26,3,2,0,4,1,1,0,0,0,0,19,0,0
8188,11/5/2022,Osasuna,Rubén García,3/29/1993,RB,7,6,6,0,0,0,0,0,0,0,0,0,0,4,0,1
8189,11/5/2022,Osasuna,Moi Gómez,2/15/1994,"LM,CM",90,55,48,7,4,0,4,4,0,3,2,1,0,50,0,0
8190,11/5/2022,Osasuna,Lucas Torró,4/8/1994,CM,90,36,35,1,1,0,0,0,0,0,0,0,0,28,0,0
8191,11/5/2022,Osasuna,Aimar Oroz,12/24/2000,"RM,CM",71,24,22,2,1,0,0,0,0,0,0,0,0,22,0,1
8192,11/5/2022,Osasuna,Jon Moncayola,11/24/1997,"CM,RM",19,7,7,0,0,0,0,0,0,0,0,0,0,3,0,1
8193,11/5/2022,Osasuna,Manuel Sánchez,6/17/2000,LB,90,29,15,13,0,0,0,4,13,0,0,0,0,19,1,1
8194,11/5/2022,Osasuna,David García,6/2/1993,CB,90,29,29,0,0,0,0,0,0,0,0,0,0,22,0,0
8195,11/5/2022,Osasuna,Unai García,5/12/1991,CB,90,33,32,1,1,0,1,0,0,0,0,0,0,28,0,0
8196,11/5/2022,Osasuna,Rubén Peña,4/7/1991,RB,83,47,42,5,0,0,0,4,5,0,0,0,0,31,0,1
8197,11/5/2022,Osasuna,Darko Brašanac,5/30/1991,LM,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
8198,11/5/2022,Osasuna,Aitor Fernández,11/6/1990,GK,90,34,21,13,3,0,0,0,0,0,0,0,0,21,0,0
8199,11/5/2022,Barcelona,Robert Lewandowski,6/14/1988,FW,90,29,28,0,0,2,0,2,0,0,0,0,0,25,1,1
8200,11/5/2022,Barcelona,Ferrán Torres,7/1/1999,LW,60,40,40,0,0,0,0,3,0,0,0,0,0,31,0,2
8201,11/5/2022,Barcelona,Ansu Fati,10/31/2002,LW,30,14,14,0,0,0,0,1,0,0,0,0,0,10,0,1
8202,11/5/2022,Barcelona,Ousmane Dembélé,11/28/1996,RW,67,43,31,12,2,3,0,8,1,9,3,3,0,30,0,0
8203,11/5/2022,Barcelona,Raphinha,1/29/1996,RW,23,22,20,1,1,0,0,0,0,0,0,0,0,20,1,0
8204,11/5/2022,Barcelona,Frenkie de Jong,11/22/1996,LM,90,96,91,3,1,2,1,0,2,0,0,0,0,79,2,2
8205,11/5/2022,Barcelona,Sergio Busquets,4/3/1988,CM,67,53,52,1,1,2,0,0,0,0,0,0,0,49,0,0
8206,11/5/2022,Barcelona,Gavi,5/9/2004,CM,23,25,24,0,0,1,0,0,0,0,0,0,0,21,1,0
8207,11/5/2022,Barcelona,Pedri,12/20/2001,RM,90,82,79,3,2,1,5,0,0,0,0,0,0,75,0,1
8208,11/5/2022,Barcelona,Jordi Alba,8/12/1988,LB,90,107,96,11,2,0,0,9,9,0,0,0,0,93,0,2
8209,11/5/2022,Barcelona,Marcos Alonso,2/27/1990,CB,90,70,70,0,0,0,1,0,0,0,0,0,0,68,0,0
8210,11/5/2022,Barcelona,Gerard Piqué,5/11/1986,CB,84,65,64,1,1,0,2,0,0,0,0,0,0,61,0,0
8211,11/5/2022,Barcelona,Andreas Christensen,9/20/1995,CB,6,6,5,1,1,0,0,0,0,0,0,0,0,6,0,0
8212,11/5/2022,Barcelona,Alejandro Balde,10/5/2003,RB,90,93,81,11,1,0,0,3,10,0,0,0,0,86,1,1
8213,11/5/2022,Barcelona,Marc-André ter Stegen,10/31/1991,GK,90,24,23,1,1,0,1,0,0,0,0,0,0,22,0,0
8214,11/5/2022,Almería,Largie Ramazani,6/26/2000,FW,90,17,15,2,0,0,0,1,0,0,0,0,0,11,0,0
8215,11/5/2022,Almería,Léo Baptistão,6/23/1992,FW,45,9,9,0,0,0,0,0,0,0,0,0,0,6,0,0
8216,11/5/2022,Almería,Dyego Sousa,8/1/1989,FW,45,12,11,1,0,0,0,0,0,0,0,0,0,5,0,0
8217,11/5/2022,Almería,Gonzalo Melero,3/8/1993,CM,67,20,20,0,0,0,0,0,0,0,0,0,0,17,0,0
8218,11/5/2022,Almería,Arnau Puigmal,3/22/2000,"RM,CM",23,9,9,0,0,0,0,0,0,0,0,0,0,8,0,0
8219,11/5/2022,Almería,Samu Costa,12/25/1999,"CM,LM",90,32,29,3,3,0,1,0,0,0,0,0,0,23,0,1
8220,11/5/2022,Almería,Lucas Robertone,8/4/1996,CM,78,28,26,2,1,0,0,1,0,1,0,1,0,22,0,1
8221,11/5/2022,Almería,Francisco Portillo,1/27/1990,CM,12,12,10,1,1,1,0,0,0,0,0,0,0,10,1,0
8222,11/5/2022,Almería,Sergio Akieme,2/1/1997,LB,90,32,21,11,2,0,1,0,9,0,0,0,0,22,0,1
8223,11/5/2022,Almería,Juan Brandáriz,7/3/1998,CB,90,32,23,9,5,0,1,0,0,0,0,0,0,24,0,0
8224,11/5/2022,Almería,Rodrigo Ely,11/8/1993,CB,67,11,11,0,0,0,0,0,0,0,0,0,0,6,0,0
8225,11/5/2022,Almería,Íñigo Eguaras,7/15/1991,"CM,CB",23,19,18,1,1,0,0,0,0,0,0,0,0,18,0,0
8226,11/5/2022,Almería,Kaiky,3/26/2003,CB,45,16,15,1,1,0,0,0,0,0,0,0,0,9,0,1
8227,11/5/2022,Almería,Srđan Babić,10/14/1995,CB,45,19,18,1,1,0,0,0,0,0,0,0,0,17,0,0
8228,11/5/2022,Almería,Houboulang Mendes,11/6/1997,RB,90,22,18,4,0,0,0,0,4,0,0,0,0,16,0,1
8229,11/5/2022,Almería,Fernando,1/21/1990,GK,90,46,32,14,5,0,0,0,0,0,0,0,0,30,0,0
8230,11/6/2022,Atlético Madrid,Álvaro Morata,10/16/1992,FW,72,5,4,1,0,0,0,0,0,0,0,0,0,4,0,0
8231,11/6/2022,Atlético Madrid,Matheus Cunha,12/21/1998,FW,18,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
8232,11/6/2022,Atlético Madrid,Antoine Griezmann,8/11/1990,FW,72,49,42,6,2,0,0,4,0,3,2,0,0,35,1,4
8233,11/6/2022,Atlético Madrid,Thomas Lemar,11/25/1994,CM,18,28,27,1,0,1,0,4,0,1,1,0,0,23,0,1
