"","Match_Date","Team","Player","DOB","Pos","Min","CrdY","CrdR","2CrdY","Fls","Fld","Off","Crs","Int","TklW","PKwon","PKcon","OG","Recov","Won_Aerial_Duels","Lost_Aerial_Duels","Won_percent_Aerial_Duels"
"5820","9/11/2022","Real Sociedad","Aihen Muñoz",1997-07-27,"LB",90,0,0,0,0,1,0,7,0,0,0,0,0,1,0,1,0
"5821","9/11/2022","Real Sociedad","Jon Pacheco",2000-05-12,"CB",90,0,0,0,2,0,0,0,1,1,0,1,0,4,3,4,42.9
"5822","9/11/2022","Real Sociedad","Igor Zubeldia",1996-10-22,"CB",90,0,0,0,1,1,0,1,0,2,0,0,0,4,1,2,33.3
"5823","9/11/2022","Real Sociedad","Alex Sola",1999-03-13,"RB",69,0,0,0,0,3,0,3,0,1,0,0,0,2,2,0,100
"5824","9/11/2022","Real Sociedad","Andoni Gorosabel",1996-07-03,"RB",21,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,NA
"5825","9/11/2022","Real Sociedad","Álex Remiro",1994-10-11,"GK",90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA
"5826","9/11/2022","Real Betis","Borja Iglesias",1992-06-01,"FW",88,0,0,0,3,3,2,0,0,0,0,0,0,1,0,3,0
"5827","9/11/2022","Real Betis","Willian José",1991-02-12,"FW",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"5828","9/11/2022","Real Betis","Rodrigo",2000-01-24,"LW",68,0,0,0,0,1,0,4,2,0,0,0,0,4,0,0,NA
"5829","9/11/2022","Real Betis","Aitor Ruibal",1995-10-07,"LW,RM",22,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,NA
"5830","9/11/2022","Real Betis","Luiz Henrique",2000-04-30,"RW",83,0,0,0,2,4,0,2,1,2,0,0,0,6,1,1,50
"5831","9/11/2022","Real Betis","Andrés Guardado",1985-10-24,"LM",7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NA
"5832","9/11/2022","Real Betis","Sergio Canales",1990-08-01,"AM,FW",90,0,0,0,1,0,1,11,0,0,0,0,0,3,0,2,0
"5833","9/11/2022","Real Betis","William Carvalho",1991-11-09,"DM,CM",90,0,0,0,0,3,0,0,2,3,0,0,0,6,1,1,50
"5834","9/11/2022","Real Betis","Guido Rodríguez",1993-11-18,"DM,CM",90,0,0,0,2,2,0,0,1,0,0,0,0,5,0,0,NA
"5835","9/11/2022","Real Betis","Álex Moreno",1993-03-12,"LB",90,0,0,0,0,0,0,3,2,3,0,0,0,6,2,1,66.7
"5836","9/11/2022","Real Betis","Luiz Felipe",1996-10-06,"CB",90,0,0,0,1,0,0,0,0,1,0,0,0,4,3,1,75
"5837","9/11/2022","Real Betis","Germán Pezzella",1991-04-20,"CB",90,0,0,0,0,0,0,1,2,1,0,0,0,1,2,2,50
"5838","9/11/2022","Real Betis","Youssouf Sabaly",1992-09-03,"RB",90,0,0,0,0,0,0,0,0,2,0,0,0,5,0,2,0
"5839","9/11/2022","Real Betis","Rui Silva",1993-07-13,"GK",90,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100
"5840","9/11/2022","Villarreal","Nicolas Jackson",2001-04-03,"FW",77,0,0,0,3,0,1,0,1,1,0,0,0,6,0,2,0
"5841","9/11/2022","Villarreal","José Luis Morales",1987-06-12,"FW",13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100
"5842","9/11/2022","Villarreal","Gerard Moreno",1991-11-09,"FW",53,0,0,0,0,1,2,1,0,1,0,0,0,4,2,1,66.7
"5843","9/11/2022","Villarreal","Alex Baena",2001-06-02,"FW",37,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
"5844","9/11/2022","Villarreal","Giovani Lo Celso",1995-11-12,"LM",90,0,0,0,0,1,1,0,2,2,0,0,0,3,0,0,NA
"5845","9/11/2022","Villarreal","Daniel Parejo",1988-11-27,"CM",90,0,0,0,1,2,0,9,0,1,0,0,0,4,0,0,NA
"5846","9/11/2022","Villarreal","Étienne Capoue",1988-05-18,"CM",70,0,0,0,0,2,0,0,0,1,0,0,0,3,2,0,100
"5847","9/11/2022","Villarreal","Francis Coquelin",1991-01-20,"CM",20,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100
"5848","9/11/2022","Villarreal","Yeremi Pino",2001-12-03,"RM",53,1,0,0,3,0,0,2,0,2,0,0,0,4,1,2,33.3
"5849","9/11/2022","Villarreal","Samuel Chukwueze",1999-02-05,"RM",37,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,NA
"5850","9/11/2022","Villarreal","Alfonso Pedraza",1995-11-12,"LB",70,0,0,0,3,1,0,4,1,4,0,0,0,3,0,2,0
"5851","9/11/2022","Villarreal","Johan Mojica",1992-08-07,"LB",20,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,NA
"5852","9/11/2022","Villarreal","Pau Torres",1996-05-29,"CB",90,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,50
"5853","9/11/2022","Villarreal","Raúl Albiol",1985-09-06,"CB",90,0,0,0,2,1,0,1,0,1,0,0,0,3,4,1,80
"5854","9/11/2022","Villarreal","Kiko Femenía",1990-07-04,"RB",90,0,0,0,0,0,0,2,4,0,0,0,0,4,1,0,100
"5855","9/11/2022","Villarreal","Gerónimo Rulli",1992-02-03,"GK",90,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,NA
"5856","9/12/2022","Almería","Dyego Sousa",1988-09-24,"FW",59,0,0,0,0,0,0,0,0,1,0,0,0,3,4,2,66.7
"5857","9/12/2022","Almería","El Bilal Touré",2000-10-29,"FW",31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA
"5858","9/12/2022","Almería","Adri Embarba",1992-01-07,"LW",45,0,0,0,0,0,0,2,1,0,0,0,0,4,1,1,50
"5859","9/12/2022","Almería","Arnau Puigmal",2000-05-15,"RM",45,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,NA
"5860","9/12/2022","Almería","Largie Ramazani",2000-08-19,"LW,RW",89,0,0,0,1,1,0,0,0,0,0,0,0,4,0,2,0
"5861","9/12/2022","Almería","Marko Milovanović",2003-07-01,"LW",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50
"5862","9/12/2022","Almería","Samu Costa",2000-02-17,"CM,LM",90,0,0,0,1,1,0,0,2,4,0,0,0,10,0,1,0
"5863","9/12/2022","Almería","Íñigo Eguaras",1991-09-07,"CM",45,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,NA
"5864","9/12/2022","Almería","Francisco Portillo",1990-03-22,"RW",45,0,0,0,0,1,0,2,1,0,0,0,0,3,1,0,100
"5865","9/12/2022","Almería","Lucas Robertone",1996-09-27,"RM,LM",70,0,0,0,0,3,0,3,1,2,0,0,0,4,1,1,50
"5866","9/12/2022","Almería","Lázaro",2001-09-14,"LM",20,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0
"5867","9/12/2022","Almería","Sergio Akieme",1997-03-27,"LB",90,0,0,0,1,1,0,5,1,1,0,0,0,6,2,0,100
"5868","9/12/2022","Almería","Srđan Babić",1995-12-07,"CB",90,0,0,0,0,0,0,0,1,0,0,0,0,2,4,2,66.7
"5869","9/12/2022","Almería","Rodrigo Ely",1993-01-01,"CB",90,0,0,0,0,0,1,0,2,1,0,0,0,7,4,2,66.7
"5870","9/12/2022","Almería","Alejandro Pozo Pozo",1998-08-10,"RB",90,0,0,0,0,0,0,2,1,0,0,0,0,8,1,0,100
"5871","9/12/2022","Almería","Fernando",1990-03-16,"GK",90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,NA
"5872","9/12/2022","Osasuna","Ante Budimir",1991-06-08,"FW",72,0,0,0,0,0,2,0,1,0,0,0,0,1,3,5,37.5
"5873","9/12/2022","Osasuna","Abdessamad Ezzalzouli",2001-03-28,"LW",18,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,NA
"5874","9/12/2022","Osasuna","Moi Gómez",1994-04-10,"LW,RW",88,1,0,0,2,0,0,5,1,2,0,0,0,8,2,1,66.7
"5875","9/12/2022","Osasuna","Kike Barja",1996-10-25,"RW",2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,NA
"5876","9/12/2022","Osasuna","Ezequiel Ávila",1993-07-10,"RW",73,0,0,0,0,2,0,6,2,0,0,0,0,3,0,3,0
"5877","9/12/2022","Osasuna","Kike",1989-02-15,"FW",17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
"5878","9/12/2022","Osasuna","Rubén García",1993-05-22,"AM",72,0,0,0,2,1,0,4,1,0,0,0,0,4,0,2,0
"5879","9/12/2022","Osasuna","Jon Moncayola",1998-01-17,"DM",18,0,0,0,0,0,1,3,0,0,0,0,0,3,0,0,NA
"5880","9/12/2022","Osasuna","Darko Brašanac",1991-07-23,"DM,AM",84,0,0,0,0,0,0,0,0,2,0,0,0,7,0,1,0
"5881","9/12/2022","Osasuna","Pablo Ibáñez",1997-10-04,"AM",6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA
"5882","9/12/2022","Osasuna","Lucas Torró",1994-06-01,"DM",90,0,0,0,2,1,0,0,2,1,0,0,0,6,2,1,66.7
"5883","9/12/2022","Osasuna","Juan Cruz Armada",1992-06-19,"LB",90,0,0,0,0,0,0,6,0,1,0,0,0,2,0,0,NA
"5884","9/12/2022","Osasuna","David García",1993-07-26,"CB",90,1,0,0,1,0,0,0,1,0,0,0,0,4,3,3,50
"5885","9/12/2022","Osasuna","Unai García",1991-07-05,"CB",90,0,0,0,1,0,0,1,0,0,0,0,0,3,2,1,66.7
"5886","9/12/2022","Osasuna","Nacho Vidal",1994-06-14,"RB",90,0,0,0,0,0,0,1,1,5,0,0,0,6,1,1,50
"5887","9/12/2022","Osasuna","Sergio Herrera",1993-03-05,"GK",90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA
"5888","9/16/2022","Valladolid","Shon Weissman",1995-07-22,"FW",89,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,33.3
"5889","9/16/2022","Valladolid","Sergi Guardiola",1991-02-16,"FW,RW",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
"5890","9/16/2022","Valladolid","Óscar Plano",1990-07-17,"LW",67,0,0,0,1,3,0,2,1,3,0,0,0,7,0,2,0
"5891","9/16/2022","Valladolid","Juanjo Narváez",1994-07-18,"LW",23,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,50
"5892","9/16/2022","Valladolid","Gonzalo Plata",1999-12-23,"RW",81,0,0,0,1,4,1,2,0,3,0,0,0,5,0,0,NA
"5893","9/16/2022","Valladolid","Sergio León",1988-05-06,"RW,FW",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"5894","9/16/2022","Valladolid","Kike Pérez",1996-07-21,"LM",90,0,0,0,2,4,0,5,0,0,0,0,0,5,1,0,100
"5895","9/16/2022","Valladolid","Roque Mesa",1989-03-06,"CM",81,0,0,0,3,1,0,1,0,2,0,0,0,7,0,0,NA
"5896","9/16/2022","Valladolid","Mickael Malsa",1994-11-14,"CM",9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"5897","9/16/2022","Valladolid","Monchu",1999-09-16,"RM",66,1,0,0,2,3,0,5,0,0,0,0,0,5,0,1,0
"5898","9/16/2022","Valladolid","Iván Sánchez",1991-10-08,"RM",24,0,0,0,0,1,0,3,0,0,0,0,0,3,0,1,0
"5899","9/16/2022","Valladolid","Lucas Olaza",1994-06-01,"LB",90,0,0,0,1,2,0,10,0,1,0,0,0,3,0,5,0
"5900","9/16/2022","Valladolid","Javi Sánchez",1996-09-15,"CB",90,0,0,0,0,0,0,0,1,0,0,0,0,6,3,0,100
"5901","9/16/2022","Valladolid","Joaquín Fernández",1996-02-19,"CB",90,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,100
"5902","9/16/2022","Valladolid","Iván Fresneda",2003-10-15,"RB",90,0,0,0,1,0,0,5,0,2,0,0,0,2,1,1,50
"5903","9/16/2022","Valladolid","Sergio Asenjo",1989-04-17,"GK",90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,NA
"5904","9/16/2022","Cádiz","Lucas Pérez",1988-09-12,"FW",90,0,0,0,0,0,2,6,0,0,0,0,0,2,0,2,0
"5905","9/16/2022","Cádiz","Brian Ocampo",1999-04-09,"LW",45,0,0,0,2,1,0,0,0,0,0,0,0,4,0,0,NA
"5906","9/16/2022","Cádiz","Rubén Alcaraz",1990-12-22,"DM",45,0,0,0,1,1,0,0,0,1,0,0,0,2,1,0,100
"5907","9/16/2022","Cádiz","Iván Alejo",1994-07-14,"RW",70,0,0,0,4,3,0,4,0,0,0,0,0,3,3,0,100
"5908","9/16/2022","Cádiz","Álvaro Negredo",1985-08-02,"RW",20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100
"5909","9/16/2022","Cádiz","Rubén Sobrino",1992-02-22,"LW,AM",90,0,0,0,2,2,0,0,0,1,0,0,0,4,1,4,20
"5910","9/16/2022","Cádiz","Álex Fernández",1991-11-21,"DM,AM",60,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,100
"5911","9/16/2022","Cádiz","Theo Bongonda",1995-01-31,"AM",30,0,0,0,0,2,0,2,0,2,0,0,0,1,0,0,NA
"5912","9/16/2022","Cádiz","Fede San Emeterio",1996-09-19,"DM",56,1,0,0,3,1,0,0,1,0,0,0,0,2,0,0,NA
"5913","9/16/2022","Cádiz","José Mari",1987-03-06,"DM",34,1,0,0,1,1,0,1,0,0,0,0,0,2,0,0,NA
"5914","9/16/2022","Cádiz","Alfonso Espino",1991-05-04,"LB",90,1,0,0,2,0,0,1,1,3,0,0,0,7,2,0,100
"5915","9/16/2022","Cádiz","Víctor Chust",1999-08-28,"CB",90,0,0,0,1,0,0,0,0,0,0,0,0,5,2,0,100
"5916","9/16/2022","Cádiz","Luis Hernández",1988-11-18,"CB",90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,NA
"5917","9/16/2022","Cádiz","Isaac Carcelen",1992-12-05,"RB",70,0,0,0,1,0,0,0,0,3,0,0,0,4,1,2,33.3
"5918","9/16/2022","Cádiz","Joseba Zaldúa",1992-04-08,"RB",20,1,0,0,2,0,0,2,0,1,0,0,0,2,1,1,50
"5919","9/16/2022","Cádiz","Jeremías Ledesma",1992-07-20,"GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"5920","9/17/2022","Mallorca","Vedat Muriqi",1993-12-06,"FW",82,0,0,0,0,1,1,1,0,0,0,0,0,1,3,1,75
"5921","9/17/2022","Mallorca","Ángel Rodríguez",1986-12-12,"FW",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"5922","9/17/2022","Mallorca","Lee Kangin",2000-07-29,"FW",90,1,0,0,2,0,0,3,0,0,0,0,0,0,0,2,0
"5923","9/17/2022","Mallorca","Clément Grenier",1990-05-07,"CM",66,0,0,0,1,1,0,2,1,0,0,0,0,4,0,0,NA
"5924","9/17/2022","Mallorca","Iddrisu Baba",1995-06-05,"CM",24,0,0,0,1,1,0,0,0,1,0,0,0,5,1,0,100
"5925","9/17/2022","Mallorca","Iñigo Ruiz de Galarreta",1993-07-02,"CM",82,1,0,0,3,3,0,0,2,3,0,0,0,4,1,0,100
"5926","9/17/2022","Mallorca","Abdón Prats",1992-03-05,"CM",8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,NA
"5927","9/17/2022","Mallorca","Antonio Sánchez",1996-04-23,"CM",58,0,0,0,1,1,0,1,0,0,0,0,0,7,0,0,NA
"5928","9/17/2022","Mallorca","Dani Rodríguez",1988-03-03,"CM",32,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,NA
"5929","9/17/2022","Mallorca","Jaume Costa",1987-09-25,"LB",90,1,0,0,3,1,1,4,0,1,0,0,0,4,1,1,50
"5930","9/17/2022","Mallorca","Copete",1998-11-08,"CB",90,0,0,0,0,3,0,1,1,2,0,0,0,7,1,1,50
"5931","9/17/2022","Mallorca","Antonio Raillo",1990-11-06,"CB",90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,NA
"5932","9/17/2022","Mallorca","Martin Valjent",1995-03-13,"CB",90,0,0,0,1,0,0,0,2,0,0,0,0,3,1,1,50
"5933","9/17/2022","Mallorca","Pablo Maffeo",1997-05-12,"RB",90,0,0,0,1,0,0,3,1,0,0,0,0,5,1,0,100
"5934","9/17/2022","Mallorca","Predrag Rajković",1994-12-21,"GK",90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
"5935","9/17/2022","Almería","Largie Ramazani",2000-08-14,"FW",90,1,0,0,2,1,1,1,0,2,0,0,0,4,0,1,0
"5936","9/17/2022","Almería","El Bilal Touré",2000-10-24,"FW",71,0,0,0,3,0,1,0,0,0,0,0,0,1,1,2,33.3
"5937","9/17/2022","Almería","Dyego Sousa",1989-09-19,"FW",19,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
"5938","9/17/2022","Almería","Lázaro",2001-09-09,"CM",61,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,NA
"5939","9/17/2022","Almería","Gonzalo Melero",1993-04-26,"CM",29,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA
"5940","9/17/2022","Almería","Samu Costa",2000-02-12,"CM",90,0,0,0,1,1,0,0,2,2,0,0,0,10,1,0,100
"5941","9/17/2022","Almería","Lucas Robertone",1996-09-22,"CM",71,1,0,0,4,4,0,3,0,0,0,0,0,4,0,0,NA
"5942","9/17/2022","Almería","Francisco Portillo",1990-03-17,"CM",19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
"5943","9/17/2022","Almería","Sergio Akieme",1997-03-22,"LB",90,0,0,0,0,3,0,5,0,1,0,0,0,7,0,2,0
"5944","9/17/2022","Almería","Srđan Babić",1995-12-02,"CB",90,0,0,0,1,0,0,1,1,3,0,0,0,4,2,1,66.7
"5945","9/17/2022","Almería","Rodrigo Ely",1992-12-27,"CB",90,1,0,0,1,0,0,0,0,2,0,0,0,4,2,2,50
"5946","9/17/2022","Almería","Juan Brandáriz",1998-08-21,"CB",84,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,NA
"5947","9/17/2022","Almería","Adri Embarba",1992-01-02,"CB",6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,NA
"5948","9/17/2022","Almería","Alejandro Pozo Pozo",1998-08-05,"RB",45,0,0,0,0,0,0,3,1,1,0,0,0,3,0,0,NA
"5949","9/17/2022","Almería","Arnau Puigmal",2000-05-10,"RB",45,1,0,0,0,2,0,2,1,0,0,0,0,3,0,1,0
"5950","9/17/2022","Almería","Fernando",1990-03-11,"GK",90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA
"5951","9/17/2022","Barcelona","Robert Lewandowski",1988-08-02,"FW",71,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,NA
"5952","9/17/2022","Barcelona","Ferrán Torres",1999-08-19,"FW",19,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,NA
"5953","9/17/2022","Barcelona","Memphis Depay",1993-07-19,"LW",58,0,0,0,1,1,0,1,0,1,0,0,0,3,1,1,50
"5954","9/17/2022","Barcelona","Ansu Fati",2001-12-19,"LW",32,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,50
"5955","9/17/2022","Barcelona","Ousmane Dembélé",1997-01-16,"RW",59,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,NA
"5956","9/17/2022","Barcelona","Raphinha",1996-03-18,"RW",31,0,0,0,2,0,0,4,0,1,0,0,0,2,0,0,NA
"5957","9/17/2022","Barcelona","Pedri",2002-02-07,"LM",90,0,0,0,0,0,1,1,2,0,0,0,0,7,0,0,NA
"5958","9/17/2022","Barcelona","Frenkie de Jong",1997-01-10,"CM",90,0,0,0,0,1,0,3,5,3,0,0,0,7,2,1,66.7
"5959","9/17/2022","Barcelona","Franck Kessié",1996-03-28,"RM",45,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,NA
"5960","9/17/2022","Barcelona","Gavi",2004-06-27,"RM",45,0,0,0,2,1,1,2,0,1,0,0,0,4,0,0,NA
"5961","9/17/2022","Barcelona","Alejandro Balde",2002-11-23,"LB",90,0,0,0,0,2,1,2,0,0,0,0,0,5,1,2,33.3
"5962","9/17/2022","Barcelona","Eric García",2000-05-08,"CB",58,0,0,0,2,0,0,0,1,0,0,0,0,6,1,0,100
"5963","9/17/2022","Barcelona","Héctor Bellerín",1994-09-25,"RB",32,0,0,0,0,0,0,2,1,0,0,0,0,4,0,0,NA
"5964","9/17/2022","Barcelona","Ronald Araújo",1998-08-31,"CB",90,0,0,0,0,0,1,0,2,1,0,0,0,6,2,2,50
"5965","9/17/2022","Barcelona","Jules Koundé",1998-01-13,"RB,CB",90,0,0,0,1,0,0,1,0,1,0,0,0,4,1,0,100
"5966","9/17/2022","Barcelona","Marc-André ter Stegen",1991-12-19,"GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"5967","9/17/2022","Elche","Lucas Boyé",1995-08-18,"FW",67,0,0,0,5,2,0,0,2,0,0,0,0,2,4,4,50
"5968","9/17/2022","Elche","Josan",1989-02-26,"RB",23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"5969","9/17/2022","Elche","Fidel",1988-12-14,"LM",52,1,0,0,0,1,0,1,1,1,0,0,0,2,0,0,NA
"5970","9/17/2022","Elche","Domingos Quina",1999-01-25,"CM",38,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,NA
"5971","9/17/2022","Elche","Gerard Gumbau",1994-03-27,"CM",90,0,0,0,0,2,0,1,1,1,0,0,0,6,0,0,NA
"5972","9/17/2022","Elche","Raúl Guti",1996-04-19,"CM",52,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,NA
"5973","9/17/2022","Elche","Nicolás Ezequiel Fernández",1999-05-13,"CM",38,1,0,0,1,0,0,1,1,2,0,0,0,3,0,0,NA
"5974","9/17/2022","Elche","Tete Morente",1996-02-27,"RM,RB",67,0,0,0,0,0,2,0,0,2,0,0,0,4,1,2,33.3
"5975","9/17/2022","Elche","Ezequiel Ponce",1996-10-14,"FW",23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
"5976","9/17/2022","Elche","Carlos Clerc",1991-08-05,"LB",90,0,0,0,0,1,0,0,2,1,0,0,0,4,0,0,NA
"5977","9/17/2022","Elche","Pedro Bigas",1990-09-21,"CB",76,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,NA
"5978","9/17/2022","Elche","Diego González",1994-06-17,"CB",14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA
"5979","9/17/2022","Elche","Gonzalo Verdú",1987-12-03,"CB",13,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,NA
"5980","9/17/2022","Elche","John Donald",2000-08-17,"CB",90,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,NA
"5981","9/17/2022","Elche","Helibelton Palacios",1993-03-12,"RB,CB",90,0,0,0,2,1,0,0,1,1,0,0,0,4,2,0,100
"5982","9/17/2022","Elche","Édgar Badía",1991-07-18,"GK",90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA
"5983","9/17/2022","Valencia","Edinson Cavani",1986-07-23,"FW",71,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0
"5984","9/17/2022","Valencia","Justin Kluivert",1998-12-27,"RW",19,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,NA
"5985","9/17/2022","Valencia","Samuel",1999-04-05,"LW",90,1,0,0,1,1,1,2,0,0,0,0,0,2,0,0,NA
"5986","9/17/2022","Valencia","Samu Castillejo",1994-05-28,"RW",70,1,0,0,3,4,0,0,2,0,0,0,0,2,1,2,33.3
"5987","9/17/2022","Valencia","Maranhão",1995-11-29,"FW",20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,100
"5988","9/17/2022","Valencia","Ilaix Moriba",2002-05-28,"LM",66,0,0,0,2,6,0,0,0,1,0,0,0,6,0,0,NA
"5989","9/17/2022","Valencia","Nicolás González",2001-04-26,"LM",24,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,50
"5990","9/17/2022","Valencia","Hugo Guillamón",1999-06-22,"CM",90,1,0,0,2,3,0,0,0,0,0,0,0,7,3,1,75
"5991","9/17/2022","Valencia","Domingos André Ribeiro Almeida",2000-02-15,"RM",90,0,0,0,4,1,0,2,1,1,0,0,0,7,1,2,33.3
"5992","9/17/2022","Valencia","José Luis Gayà",1995-02-06,"LB",83,0,0,0,1,1,0,12,0,0,0,0,0,6,1,0,100
"5993","9/17/2022","Valencia","Toni Lato",1997-01-31,"LB",7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,NA
"5994","9/17/2022","Valencia","Mouctar Diakhaby",1996-03-28,"CB",90,0,0,0,1,0,0,0,0,1,0,0,0,2,0,2,0
"5995","9/17/2022","Valencia","Eray Cömert",1997-06-30,"CB",83,0,0,0,1,1,0,0,1,0,0,0,0,5,2,3,40
"5996","9/17/2022","Valencia","Gabriel Paulista",1990-02-12,"CB",7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA
"5997","9/17/2022","Valencia","Thierry Correia",1998-09-04,"RB",90,0,0,0,3,5,0,2,0,4,0,0,0,9,1,2,33.3
"5998","9/17/2022","Valencia","Giorgi Mamardashvili",1999-10-17,"GK",90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100
"5999","9/17/2022","Celta Vigo","Jørgen Strand Larsen",1999-07-04,"FW",82,0,0,0,3,0,0,0,0,0,0,0,0,2,4,1,80
"6000","9/17/2022","Celta Vigo","Luca de la Torre",1998-02-01,"CM",8,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0
"6001","9/17/2022","Celta Vigo","Iago Aspas",1987-06-24,"FW",90,0,0,0,0,4,0,1,0,0,0,0,0,4,1,1,50
"6002","9/17/2022","Celta Vigo","Franco Cervi",1994-02-08,"LM",58,0,1,0,3,1,0,3,1,2,0,0,0,6,0,1,0
"6003","9/17/2022","Celta Vigo","Fran Beltrán",1998-06-28,"CM",56,1,0,0,3,0,0,0,1,0,0,0,0,2,0,2,0
"6004","9/17/2022","Celta Vigo","Carles Pérez",1997-07-24,"RM",34,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0
"6005","9/17/2022","Celta Vigo","Óscar Rodríguez Arnaiz",1998-04-14,"RM",56,0,0,0,3,1,0,2,2,0,0,0,0,3,1,1,50
"6006","9/17/2022","Celta Vigo","Gabriel Veiga",2002-02-08,"LM,CM",34,1,0,0,2,0,0,0,0,0,0,0,0,2,1,0,100
"6007","9/17/2022","Celta Vigo","Renato Tapia",1995-06-14,"DM",90,0,0,0,3,1,0,3,0,1,0,0,0,4,1,1,50
"6008","9/17/2022","Celta Vigo","Javi Galán",1994-01-28,"LB",90,0,0,0,2,5,0,1,1,2,0,0,0,7,2,1,66.7
"6009","9/17/2022","Celta Vigo","Unai Núñez",1996-06-20,"CB",90,0,0,0,1,2,0,0,2,2,0,0,0,5,3,1,75
"6010","9/17/2022","Celta Vigo","Joseph Aidoo",1994-10-18,"CB",90,0,0,0,1,0,0,0,1,0,0,0,0,4,1,2,33.3
"6011","9/17/2022","Celta Vigo","Hugo Mallo",1991-04-04,"RB",90,0,0,0,2,0,0,1,0,0,0,0,0,5,1,0,100
"6012","9/17/2022","Celta Vigo","Agustín Marchesín",1987-09-21,"GK",90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
"6013","9/17/2022","Athletic Club","Iñaki Williams",1994-03-20,"FW",89,0,0,0,1,0,1,3,1,0,0,0,0,1,2,2,50
