,Match_Date,Team,Player,DOB,Pos,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ_percent_Dribbles,Mis_Dribbles,Dis_Dribbles,Rec_Receiving,Prog_Receiving
3657,10/29/2022,Liverpool,Harvey Elliott,2002-09-13,RM,59,44,1,5,26,13,0,44,0,1,0,3,3,28,3
3658,10/29/2022,Liverpool,Curtis Jones,2000-05-08,RM,31,25,1,1,9,15,4,25,1,1,100,0,2,18,2
3659,10/29/2022,Liverpool,Fabinho,1993-10-24,DM,59,64,4,14,47,3,0,64,0,1,0,2,0,38,0
3660,10/29/2022,Liverpool,Jordan Henderson,1990-02-11,DM,31,38,2,9,18,11,2,38,0,0,NA,0,0,25,1
3661,10/29/2022,Liverpool,Andrew Robertson,1993-07-29,LB,90,111,2,25,50,36,5,111,3,3,100,3,0,68,7
3662,10/29/2022,Liverpool,Virgil van Dijk,1991-03-25,CB,90,85,7,31,43,11,5,85,0,0,NA,2,0,63,0
3663,10/29/2022,Liverpool,Joe Gomez,1996-12-21,CB,90,131,4,38,92,2,1,131,1,1,100,1,0,93,0
3664,10/29/2022,Liverpool,Trent Alexander-Arnold,1998-09-21,RB,78,92,4,13,52,27,1,92,0,1,0,2,2,59,4
3665,10/29/2022,Liverpool,James Milner,1985-03-21,RB,12,17,0,4,6,7,1,17,0,1,0,1,1,10,2
3666,10/29/2022,Liverpool,Alisson,1992-09-12,GK,90,42,26,38,4,0,0,42,0,0,NA,0,0,24,0
3667,10/29/2022,Leeds United,Rodrigo,1990-07-20,FW,51,25,0,3,14,8,3,25,0,0,NA,0,1,19,7
3668,10/29/2022,Leeds United,Patrick Bamford,1993-07-20,FW,39,14,2,4,3,7,4,14,0,0,NA,1,0,9,2
3669,10/29/2022,Leeds United,Crysencio Summerville,2000-11-05,"LW,RW",89,46,1,11,18,17,1,46,1,2,50,3,1,28,5
3670,10/29/2022,Leeds United,Luke Ayling,1991-06-29,CB,1,4,4,4,0,0,0,4,0,0,NA,0,0,0,0
3671,10/29/2022,Leeds United,Jack Harrison,1995-12-19,RW,71,39,2,9,10,21,3,39,0,4,0,4,3,23,5
3672,10/29/2022,Leeds United,Degnand Gnonto,2002-11-17,"LW,LM",19,11,1,7,2,3,0,11,1,1,100,0,0,4,0
3673,10/29/2022,Leeds United,Brenden Aaronson,2000-10-20,"AM,CM",90,46,0,4,18,24,3,46,1,4,25,2,4,27,3
3674,10/29/2022,Leeds United,Marc Roca,1995-12-31,"DM,CM",90,38,2,10,20,9,0,38,0,0,NA,0,0,19,0
3675,10/29/2022,Leeds United,Tyler Adams,1998-06-08,"DM,RM",90,57,2,15,37,5,0,57,0,0,NA,0,0,26,2
3676,10/29/2022,Leeds United,Pascal Struijk,1999-05-30,LB,90,55,8,22,18,15,0,55,1,1,100,0,0,16,0
3677,10/29/2022,Leeds United,Liam Cooper,1991-07-09,CB,90,36,8,20,16,0,0,36,0,0,NA,1,0,1,0
3678,10/29/2022,Leeds United,Robin Koch,1996-04-10,CB,90,39,14,31,8,0,0,39,0,0,NA,0,0,10,0
3679,10/29/2022,Leeds United,Rasmus Nissen,1997-03-29,RB,90,72,4,35,22,16,3,72,0,0,NA,1,0,33,3
3680,10/29/2022,Leeds United,Illan Meslier,1999-07-10,GK,90,37,35,37,0,0,0,37,0,0,NA,0,0,5,0
3681,10/30/2022,Arsenal,Gabriel Jesus,1996-09-11,FW,90,63,2,6,23,34,15,63,0,3,0,3,6,46,8
3682,10/30/2022,Arsenal,Martinelli,2001-02-09,LW,62,34,0,3,7,24,6,34,0,0,NA,2,4,29,3
3683,10/30/2022,Arsenal,Fabio Vieira,2000-01-03,"LM,RW",28,18,0,0,10,8,3,18,0,0,NA,3,1,14,0
3684,10/30/2022,Arsenal,Bukayo Saka,2001-07-17,RW,26,22,0,0,2,20,4,22,0,0,NA,0,0,17,5
3685,10/30/2022,Arsenal,Reiss Nelson,1999-01-26,"RW,LW",64,46,0,5,7,35,7,46,1,1,100,0,4,38,6
3686,10/30/2022,Arsenal,Granit Xhaka,1992-09-01,LM,74,47,0,6,23,19,4,47,0,1,0,2,0,43,7
3687,10/30/2022,Arsenal,Eddie Nketiah,1999-01-03,LW,16,8,1,1,3,4,3,8,0,0,NA,0,0,4,0
3688,10/30/2022,Arsenal,Thomas Partey,1993-02-01,CM,90,125,3,18,75,32,1,125,0,0,NA,1,0,102,0
3689,10/30/2022,Arsenal,Martin Ødegaard,1998-02-09,RM,90,66,2,4,18,44,9,66,0,2,0,1,3,44,6
3690,10/30/2022,Arsenal,Takehiro Tomiyasu,1997-11-17,LB,62,48,3,6,24,18,1,48,0,0,NA,0,0,28,1
3691,10/30/2022,Arsenal,Cédric Soares,1991-07-10,"RB,LB",28,26,2,7,9,10,0,26,0,0,NA,0,0,20,0
3692,10/30/2022,Arsenal,Gabriel Dos Santos,1997-02-13,CB,90,76,5,23,49,4,1,76,0,0,NA,0,0,55,0
3693,10/30/2022,Arsenal,William Saliba,2000-08-21,CB,75,65,5,23,41,2,0,65,0,0,NA,1,0,45,0
3694,10/30/2022,Arsenal,Kieran Tierney,1997-01-15,LB,15,16,1,2,10,4,0,16,0,0,NA,0,0,11,0
3695,10/30/2022,Arsenal,Ben White,1997-09-22,"RB,CB",90,79,3,19,41,19,1,79,0,0,NA,0,1,62,0
3696,10/30/2022,Arsenal,Aaron Ramsdale,1997-12-02,GK,90,24,17,24,0,0,0,24,0,0,NA,0,0,12,0
3697,10/30/2022,Nottingham Forest,Taiwo Awoniyi,1997-05-31,FW,63,18,0,2,11,5,1,18,0,2,0,6,1,13,0
3698,10/30/2022,Nottingham Forest,Joe Worrall,1996-03-29,CB,27,22,7,15,4,3,1,22,0,0,NA,0,1,10,0
3699,10/30/2022,Nottingham Forest,Jesse Lingard,1992-02-07,LW,55,15,1,5,6,4,1,15,0,1,0,0,0,7,0
3700,10/30/2022,Nottingham Forest,Emmanuel Dennis,1996-12-07,"FW,LW",35,17,0,1,7,10,4,17,0,2,0,1,1,10,6
3701,10/30/2022,Nottingham Forest,Morgan Gibbs-White,1999-05-02,RW,55,25,1,5,12,8,0,25,0,2,0,2,1,14,0
3702,10/30/2022,Nottingham Forest,Brennan Johnson,2000-12-19,"FW,RW",35,5,0,0,4,1,1,5,0,0,NA,1,1,3,0
3703,10/30/2022,Nottingham Forest,Cheikhou Kouyaté,1989-02-19,"LM,CM",80,25,7,13,8,4,2,25,0,1,0,1,0,9,1
3704,10/30/2022,Nottingham Forest,Lewis O'Brien,1998-10-04,CM,10,5,1,3,2,0,0,5,0,0,NA,0,0,4,0
3705,10/30/2022,Nottingham Forest,Remo Freuler,1991-10-07,CM,90,39,4,15,20,4,0,39,0,0,NA,0,0,23,0
3706,10/30/2022,Nottingham Forest,Ryan Yates,1996-12-19,"RM,CM",90,38,7,17,18,3,1,38,0,0,NA,1,1,17,0
3707,10/30/2022,Nottingham Forest,Renan Lodi,1997-09-21,LB,63,31,6,15,10,6,0,31,1,2,50,0,0,17,0
3708,10/30/2022,Nottingham Forest,Neco Williams,2000-09-30,LB,27,19,2,4,6,10,0,19,1,1,100,2,0,7,1
3709,10/30/2022,Nottingham Forest,Scott McKenna,1995-12-02,CB,90,51,13,40,11,1,1,51,1,1,100,0,0,32,0
3710,10/30/2022,Nottingham Forest,Steve Cook,1990-10-15,CB,90,32,7,19,10,3,2,32,1,1,100,0,0,18,0
3711,10/30/2022,Nottingham Forest,Serge Aurier,1992-02-25,RB,90,51,9,24,17,10,0,51,0,1,0,1,0,22,0
3712,10/30/2022,Nottingham Forest,Dean Henderson,1996-07-29,GK,90,37,35,37,0,0,0,37,0,0,NA,0,0,18,0
3713,10/30/2022,Manchester United,Cristiano Ronaldo,1984-05-23,FW,90,40,3,6,19,16,4,40,2,3,66.7,0,0,30,4
3714,10/30/2022,Manchester United,Marcus Rashford,1996-11-07,LW,90,40,0,4,8,29,7,40,0,3,0,3,3,33,6
3715,10/30/2022,Manchester United,Anthony Elanga,2001-10-28,RW,60,22,1,6,7,9,3,22,0,0,NA,0,1,13,0
3716,10/30/2022,Manchester United,Scott McTominay,1996-01-23,RW,30,13,4,6,3,4,1,13,0,0,NA,0,0,6,1
3717,10/30/2022,Manchester United,Bruno Fernandes,1994-07-25,AM,90,62,2,13,15,34,2,62,1,2,50,1,1,43,4
3718,10/30/2022,Manchester United,Christian Eriksen,1991-06-09,DM,78,83,3,11,48,24,0,83,0,0,NA,1,1,61,3
3719,10/30/2022,Manchester United,Fred,1992-07-16,DM,12,8,0,4,4,1,1,8,0,0,NA,3,0,3,1
3720,10/30/2022,Manchester United,Casemiro,1991-06-27,DM,90,76,9,30,34,13,0,76,1,1,100,2,0,48,2
3721,10/30/2022,Manchester United,Luke Shaw,1995-03-31,LB,90,65,3,12,31,22,1,65,0,3,0,0,1,39,3
3722,10/30/2022,Manchester United,Lisandro Martínez,1997-04-14,CB,90,79,14,48,29,3,0,79,1,1,100,0,0,51,0
3723,10/30/2022,Manchester United,Harry Maguire,1992-07-16,CB,90,65,11,43,19,3,2,65,0,1,0,0,0,47,0
3724,10/30/2022,Manchester United,Diogo Dalot,1998-08-10,RB,90,57,9,23,22,12,1,57,1,1,100,0,1,23,1
3725,10/30/2022,Manchester United,David de Gea,1989-11-23,GK,90,36,27,36,0,0,0,36,0,0,NA,0,0,23,0
3726,10/30/2022,West Ham United,Gianluca Scamacca,1998-03-11,FW,56,18,0,2,9,7,3,18,0,0,NA,1,2,10,3
3727,10/30/2022,West Ham United,Michail Antonio,1989-09-01,FW,34,14,0,0,9,5,0,14,0,1,0,2,0,10,2
3728,10/30/2022,West Ham United,Saïd Benrahma,1995-05-28,LW,90,53,2,7,18,28,3,53,3,8,37.5,1,1,35,6
3729,10/30/2022,West Ham United,Jarrod Bowen,1996-02-16,"RW,AM",90,36,1,2,17,17,3,36,0,4,0,1,1,20,5
3730,10/30/2022,West Ham United,Flynn Downes,1998-04-18,AM,76,44,0,3,32,9,0,44,0,0,NA,1,0,34,1
3731,10/30/2022,West Ham United,Pablo Fornals,1995-06-24,RW,14,14,0,2,6,6,1,14,0,0,NA,0,0,9,1
3732,10/30/2022,West Ham United,Declan Rice,1998-04-06,DM,90,80,1,19,46,17,0,80,1,3,33.3,0,0,55,3
3733,10/30/2022,West Ham United,Tomáš Souček,1994-07-04,DM,90,48,2,14,25,9,3,48,0,1,0,1,1,28,0
3734,10/30/2022,West Ham United,Aaron Cresswell,1989-02-07,LB,90,65,4,20,27,18,1,65,0,0,NA,0,0,36,1
3735,10/30/2022,West Ham United,Kurt Zouma,1994-10-31,CB,90,55,12,30,23,2,2,55,0,0,NA,1,0,32,0
3736,10/30/2022,West Ham United,Craig Dawson,1989-11-18,CB,90,49,6,30,10,9,5,49,0,0,NA,0,2,29,0
3737,10/30/2022,West Ham United,Thilo Kehrer,1996-08-19,RB,90,70,4,22,33,17,2,70,0,0,NA,2,0,38,3
3738,10/30/2022,West Ham United,Łukasz Fabiański,1984-10-14,GK,45,22,20,22,0,0,0,22,0,0,NA,0,0,16,0
3739,10/30/2022,West Ham United,Alphonse Areola,1992-07-04,GK,45,14,13,14,0,0,0,14,0,0,NA,0,0,9,0
3740,11/5/2022,Nottingham Forest,Emmanuel Dennis,1996-12-01,FW,78,45,0,2,18,25,2,45,1,4,25,6,2,31,4
3741,11/5/2022,Nottingham Forest,Taiwo Awoniyi,1997-05-25,FW,12,3,0,0,1,2,1,3,0,0,NA,0,0,2,1
3742,11/5/2022,Nottingham Forest,Brennan Johnson,2000-12-13,"FW,RW",90,28,0,5,8,15,5,28,0,1,0,2,0,17,6
3743,11/5/2022,Nottingham Forest,Morgan Gibbs-White,1999-04-26,"AM,RB",90,54,0,2,19,35,7,54,1,2,50,3,5,37,6
3744,11/5/2022,Nottingham Forest,Cheikhou Kouyaté,1989-02-13,LM,65,22,2,5,15,3,1,22,3,3,100,0,0,13,2
3745,11/5/2022,Nottingham Forest,Lewis O'Brien,1998-09-28,"LM,DM,CM",25,20,0,0,13,8,0,20,0,0,NA,0,0,12,1
3746,11/5/2022,Nottingham Forest,Remo Freuler,1991-10-01,CM,78,59,4,16,33,10,1,59,0,0,NA,0,0,40,1
3747,11/5/2022,Nottingham Forest,Jesse Lingard,1992-02-01,"LW,LM",12,8,0,0,3,5,1,8,0,0,NA,1,0,7,0
3748,11/5/2022,Nottingham Forest,Ryan Yates,1996-12-13,"RM,DM",90,44,1,10,28,6,1,44,0,1,0,1,1,20,2
3749,11/5/2022,Nottingham Forest,Neco Williams,2000-09-24,LB,90,66,1,27,24,17,0,66,0,1,0,1,2,32,0
3750,11/5/2022,Nottingham Forest,Scott McKenna,1995-11-26,CB,90,58,8,32,25,1,1,58,0,0,NA,0,0,37,0
3751,11/5/2022,Nottingham Forest,Steve Cook,1990-10-09,CB,89,52,9,25,23,4,1,52,0,0,NA,0,0,34,0
3752,11/5/2022,Nottingham Forest,Sam Surridge,1998-04-25,LW,1,1,0,0,0,1,1,1,0,0,NA,0,0,1,1
3753,11/5/2022,Nottingham Forest,Serge Aurier,1992-02-19,"RB,CB",90,80,2,25,32,23,0,80,0,0,NA,3,1,39,2
3754,11/5/2022,Nottingham Forest,Dean Henderson,1996-07-23,GK,90,36,29,36,0,0,0,36,0,0,NA,0,0,21,0
3755,11/5/2022,Brentford,Yoane Wissa,1996-07-08,FW,90,26,1,2,15,9,3,26,0,2,0,0,2,18,7
3756,11/5/2022,Brentford,Keane Lewis-Potter,2000-06-16,LW,59,27,0,4,8,16,1,27,0,1,0,3,2,19,4
3757,11/5/2022,Brentford,Mikkel Damsgaard,2000-03-05,"LW,CM",31,18,1,8,7,3,0,18,0,0,NA,1,0,6,1
3758,11/5/2022,Brentford,Bryan Mbeumo,1999-05-15,RW,80,43,0,8,13,23,5,42,2,3,66.7,0,1,26,3
3759,11/5/2022,Brentford,Mathias Jørgensen,1989-10-17,CB,10,7,2,7,0,0,0,7,0,0,NA,0,0,1,0
3760,11/5/2022,Brentford,Josh Dasilva,1998-10-16,LM,80,41,0,11,22,8,0,41,0,0,NA,1,4,36,0
3761,11/5/2022,Brentford,Sergi Canós,1996-05-08,FW,10,10,1,4,1,5,1,10,0,1,0,0,0,5,0
3762,11/5/2022,Brentford,Vitaly Janelt,1997-11-18,CM,45,20,1,5,13,2,0,20,0,0,NA,0,1,11,0
3763,11/5/2022,Brentford,Frank Onyeka,1997-03-05,CM,45,23,4,10,11,2,0,23,0,0,NA,0,0,9,0
3764,11/5/2022,Brentford,Mathias Jensen,1995-03-06,"RM,CM",85,65,0,20,27,18,3,65,1,3,33.3,1,1,45,2
3765,11/5/2022,Brentford,Saman Ghoddos,1993-07-15,CM,5,3,0,1,2,0,0,3,0,0,NA,1,0,0,0
3766,11/5/2022,Brentford,Rico Henry,1997-03-16,LB,90,52,3,17,19,16,1,52,0,0,NA,3,2,28,2
3767,11/5/2022,Brentford,Ethan Pinnock,1992-12-27,CB,90,88,16,66,21,1,1,88,0,0,NA,0,0,48,0
3768,11/5/2022,Brentford,Ben Mee,1989-08-15,CB,90,92,10,69,23,0,0,92,0,0,NA,0,0,69,0
3769,11/5/2022,Brentford,Mads Roerslev,1999-02-16,RB,90,59,4,33,22,4,1,59,0,0,NA,1,0,37,0
3770,11/5/2022,Brentford,David Raya,1995-08-02,GK,90,54,39,52,2,0,0,54,0,0,NA,0,0,28,0
3771,11/5/2022,Leeds United,Rodrigo,1990-07-13,FW,80,34,0,1,22,11,5,33,0,1,0,3,1,26,9
3772,11/5/2022,Leeds United,Joe Gelhardt,2001-11-05,FW,10,5,0,0,0,5,2,5,0,0,NA,2,0,4,1
3773,11/5/2022,Leeds United,Crysencio Summerville,2001-10-29,"LW,LM",90,51,0,7,15,30,2,51,0,2,0,4,3,40,7
3774,11/5/2022,Leeds United,Jack Harrison,1995-12-12,RW,45,38,0,2,11,25,0,38,0,0,NA,1,0,25,2
3775,11/5/2022,Leeds United,Degnand Gnonto,2003-11-10,"RW,RM",45,19,1,4,5,11,1,19,0,1,0,3,1,11,1
3776,11/5/2022,Leeds United,Brenden Aaronson,2000-10-13,AM,85,50,0,1,18,33,4,50,0,1,0,2,2,35,5
3777,11/5/2022,Leeds United,Luke Ayling,1991-06-22,CB,5,3,0,1,2,0,0,3,0,0,NA,0,0,0,0
3778,11/5/2022,Leeds United,Marc Roca,1995-12-24,DM,53,34,1,6,21,7,1,34,0,0,NA,1,0,22,0
3779,11/5/2022,Leeds United,Sam Greenwood,2001-04-23,"DM,CM",37,35,0,6,13,18,1,35,0,1,0,0,1,13,0
3780,11/5/2022,Leeds United,Tyler Adams,1998-06-01,"DM,CM",90,52,0,9,33,11,0,52,0,0,NA,1,0,33,1
3781,11/5/2022,Leeds United,Pascal Struijk,1999-05-23,LB,90,81,5,20,37,24,3,81,0,0,NA,2,0,42,0
3782,11/5/2022,Leeds United,Liam Cooper,1991-07-02,CB,90,69,5,25,39,6,4,69,0,0,NA,1,0,42,0
3783,11/5/2022,Leeds United,Robin Koch,1996-04-03,CB,90,67,5,20,42,6,3,67,0,0,NA,0,0,46,1
3784,11/5/2022,Leeds United,Rasmus Nissen,1997-03-22,RB,90,70,3,14,23,34,3,70,1,2,50,0,0,44,8
3785,11/5/2022,Leeds United,Illan Meslier,1999-07-03,GK,90,16,11,16,0,0,0,16,0,0,NA,0,0,3,0
3786,11/5/2022,Bournemouth,Dominic Solanke,1997-07-30,FW,90,28,4,8,10,12,3,28,3,3,100,3,5,14,2
3787,11/5/2022,Bournemouth,Kieffer Moore,1992-05-18,FW,90,29,4,5,16,8,1,29,0,0,NA,2,1,26,4
3788,11/5/2022,Bournemouth,Marcus Tavernier,1998-08-12,LM,90,57,2,20,21,19,4,57,3,10,30,2,2,34,1
3789,11/5/2022,Bournemouth,Jefferson Lerma,1994-10-21,CM,90,49,3,24,22,3,2,49,0,0,NA,0,1,25,0
3790,11/5/2022,Bournemouth,Lewis Cook,1996-05-10,CM,90,47,5,21,21,7,0,47,0,0,NA,1,1,10,0
3791,11/5/2022,Bournemouth,Philip Billing,1996-01-22,RM,87,33,3,7,17,9,4,33,0,1,0,4,2,21,2
3792,11/5/2022,Bournemouth,Junior Stanislas,1988-12-25,RM,3,3,0,1,1,1,0,3,0,0,NA,0,1,2,1
3793,11/5/2022,Bournemouth,Adam Smith,1990-10-29,LB,90,48,4,25,18,5,0,48,0,0,NA,0,0,18,0
3794,11/5/2022,Bournemouth,Marcos Senesi,1996-11-18,CB,87,49,11,36,12,2,2,49,0,0,NA,1,0,25,0
3795,11/5/2022,Bournemouth,Joe Rothwell,1994-03-26,CB,3,7,0,1,5,1,0,7,1,3,33.3,0,0,5,0
3796,11/5/2022,Bournemouth,Chris Mepham,1997-11-11,CB,90,41,6,25,15,2,1,41,0,0,NA,1,0,22,0
3797,11/5/2022,Bournemouth,Ryan Fredericks,1992-09-21,RB,72,30,3,9,18,4,0,30,0,1,0,1,1,12,1
3798,11/5/2022,Bournemouth,Jack Stacey,1995-09-12,RB,18,17,1,5,6,6,1,17,0,1,0,0,1,9,2
3799,11/5/2022,Bournemouth,Mark Travers,1998-12-04,GK,90,29,22,29,0,0,0,29,0,0,NA,0,0,10,0
3800,11/5/2022,Manchester City,Julián Álvarez,1999-05-04,FW,63,23,0,0,13,11,4,23,2,4,50,1,0,19,6
3801,11/5/2022,Manchester City,Erling Haaland,2000-04-10,FW,27,10,0,0,1,9,7,9,0,0,NA,2,0,7,2
3802,11/5/2022,Manchester City,Jack Grealish,1995-07-23,LW,63,54,0,3,22,30,4,54,0,6,0,1,0,44,9
3803,11/5/2022,Manchester City,Phil Foden,1999-12-24,LW,27,27,1,2,15,10,0,27,0,0,NA,1,0,22,2
3804,11/5/2022,Manchester City,Bernardo Silva,1994-05-22,"CM,RW",90,97,2,10,63,25,3,97,1,4,25,1,2,73,2
3805,11/5/2022,Manchester City,İlkay Gündoğan,1990-10-20,LM,89,78,0,3,53,22,2,78,1,2,50,3,0,65,6
3806,11/5/2022,Manchester City,Rúben Dias,1996-11-26,LM,1,1,0,1,0,0,0,1,0,0,NA,0,0,0,0
3807,11/5/2022,Manchester City,Rodri,1996-02-13,"CB,CM",90,117,7,34,74,10,0,117,0,2,0,1,0,91,0
3808,11/5/2022,Manchester City,Kevin De Bruyne,1991-02-26,RM,90,74,0,5,27,43,3,74,0,3,0,2,1,46,3
3809,11/5/2022,Manchester City,João Cancelo,1993-12-23,LB,25,52,0,7,32,13,3,52,0,0,NA,1,0,44,1
3810,11/5/2022,Manchester City,Nathan Aké,1994-06-10,"LB,CB",90,100,0,21,70,10,3,100,0,0,NA,1,0,87,0
3811,11/5/2022,Manchester City,Manuel Akanji,1995-04-08,CB,90,104,4,32,67,6,3,104,0,0,NA,1,0,85,0
3812,11/5/2022,Manchester City,John Stones,1993-12-25,RB,90,73,4,18,38,17,2,73,1,1,100,2,0,51,3
3813,11/5/2022,Manchester City,Ederson,1993-06-05,GK,90,41,29,40,1,0,0,41,0,0,NA,0,0,34,0
3814,11/5/2022,Fulham,Carlos Vinícius,1994-08-19,FW,75,16,1,2,12,3,0,16,0,2,0,2,1,14,3
3815,11/5/2022,Fulham,Tom Cairney,1990-04-14,"AM,FW",15,15,1,5,7,3,0,15,0,1,0,1,0,11,0
3816,11/5/2022,Fulham,Willian,1988-05-21,LW,79,32,0,9,15,8,1,32,0,1,0,2,0,21,1
3817,11/5/2022,Fulham,Kevin Mbabu,1994-10-08,RW,11,4,0,1,1,2,0,4,0,0,NA,0,0,3,1
3818,11/5/2022,Fulham,Harry Wilson,1996-08-12,RW,75,30,1,10,13,7,1,30,0,0,NA,2,0,18,6
3819,11/5/2022,Fulham,Daniel James,1996-11-21,"FW,RW",15,3,0,0,1,2,1,3,0,0,NA,0,0,4,2
3820,11/5/2022,Fulham,Andreas Pereira,1995-03-06,"AM,LW",87,25,2,12,13,2,1,24,0,3,0,2,2,15,0
3821,11/5/2022,Fulham,Luke Harris,2004-09-03,LW,3,3,0,0,3,0,0,3,0,0,NA,0,0,3,0
3822,11/5/2022,Fulham,João Palhinha,1995-03-19,DM,90,27,5,12,13,2,0,27,0,2,0,1,0,10,0
3823,11/5/2022,Fulham,Harrison Reed,1994-04-27,DM,90,32,2,11,17,4,1,32,0,1,0,1,0,15,2
3824,11/5/2022,Fulham,Antonee Robinson,1997-05-17,LB,90,55,6,30,20,5,0,55,0,2,0,1,1,30,1
3825,11/5/2022,Fulham,Tim Ream,1987-09-13,CB,90,56,15,33,23,0,0,56,0,0,NA,1,0,43,0
3826,11/5/2022,Fulham,Issa Diop,1996-03-21,CB,90,48,12,25,23,1,1,48,0,0,NA,0,0,27,0
3827,11/5/2022,Fulham,Kenny Tete,1995-09-19,RB,90,35,3,15,13,7,1,35,0,0,NA,0,0,19,1
3828,11/5/2022,Fulham,Bernd Leno,1991-07-09,GK,90,39,35,39,0,0,0,39,0,0,NA,0,0,14,0
3829,11/5/2022,Wolverhampton Wanderers,Hwang Hee-chan,1995-04-25,FW,67,15,0,1,8,6,1,15,1,2,50,2,0,13,2
3830,11/5/2022,Wolverhampton Wanderers,Adama Traoré,1995-04-23,FW,23,9,0,2,1,6,1,9,0,1,0,0,2,8,1
3831,11/5/2022,Wolverhampton Wanderers,Daniel Podence,1995-10-13,LW,45,12,0,3,4,6,2,12,1,1,100,1,1,12,4
3832,11/5/2022,Wolverhampton Wanderers,Jonny Castro,1993-07-06,RB,45,21,1,6,8,7,1,21,1,4,25,0,0,14,0
3833,11/5/2022,Wolverhampton Wanderers,Gonçalo Guedes,1995-12-30,"RW,LM",73,28,1,3,13,12,3,28,0,3,0,1,0,19,2
3834,11/5/2022,Wolverhampton Wanderers,Rayan Aït Nouri,2001-01-10,LM,17,5,0,0,0,5,1,5,0,0,NA,2,0,5,0
3835,11/5/2022,Wolverhampton Wanderers,João Moutinho,1986-07-21,"CM,LM",90,38,3,12,21,5,0,38,0,0,NA,0,0,14,0
3836,11/5/2022,Wolverhampton Wanderers,Rúben Neves,1996-07-25,CM,90,50,6,16,20,14,2,49,0,1,0,1,0,27,0
3837,11/5/2022,Wolverhampton Wanderers,Boubacar Traoré,2001-06-09,RM,89,21,0,3,11,7,0,21,1,2,50,0,2,10,0
3838,11/5/2022,Wolverhampton Wanderers,Connor Ronan,1997-07-11,RM,1,4,0,0,3,1,0,4,0,0,NA,0,0,3,1
3839,11/5/2022,Wolverhampton Wanderers,Hugo Bueno,2002-08-06,LB,90,45,5,17,10,18,2,45,0,0,NA,0,0,14,3
3840,11/5/2022,Wolverhampton Wanderers,Max Kilman,1996-12-14,CB,90,45,7,27,16,2,0,45,0,1,0,0,1,24,0
3841,11/5/2022,Wolverhampton Wanderers,Nathan Collins,2000-10-28,CB,90,40,12,27,13,0,0,40,0,0,NA,1,0,18,0
3842,11/5/2022,Wolverhampton Wanderers,Nélson Semedo,1992-12-04,RB,44,17,2,7,7,3,0,17,0,0,NA,0,1,12,0
3843,11/5/2022,Wolverhampton Wanderers,José Sá,1992-04-07,GK,90,29,27,29,0,0,0,29,0,0,NA,0,0,9,0
3844,11/5/2022,Brighton & Hove Albion,Leandro Trossard,1994-01-09,"FW,AM",81,36,0,3,11,22,8,36,0,2,0,3,2,32,10
3845,11/5/2022,Brighton & Hove Albion,Deniz Undav,1996-04-07,AM,9,2,0,0,0,2,1,2,0,0,NA,0,1,4,0
3846,11/5/2022,Brighton & Hove Albion,Kaoru Mitoma,1996-12-08,LW,89,52,0,4,20,30,5,52,2,3,66.7,0,1,43,7
3847,11/5/2022,Brighton & Hove Albion,Joël Veltman,1991-04-04,LW,1,3,0,0,3,1,0,3,0,1,0,0,0,3,0
3848,11/5/2022,Brighton & Hove Albion,Solly March,1994-04-10,RW,90,67,2,5,21,41,5,67,2,2,100,1,0,47,7
3849,11/5/2022,Brighton & Hove Albion,Adam Lallana,1987-11-21,AM,64,20,0,0,9,11,4,20,1,1,100,1,1,16,2
3850,11/5/2022,Brighton & Hove Albion,Danny Welbeck,1989-12-25,FW,26,8,0,0,1,7,2,8,0,2,0,1,1,6,3
3851,11/5/2022,Brighton & Hove Albion,Moisés Caicedo,2001-11-04,"DM,LB",90,91,2,16,55,20,0,91,2,2,100,2,1,68,0
3852,11/5/2022,Brighton & Hove Albion,Alexis Mac Allister,1998-02-17,DM,90,70,2,14,38,18,0,70,1,2,50,0,1,52,2
3853,11/5/2022,Brighton & Hove Albion,Pervis Estupiñán,1997-04-14,LB,81,81,1,11,43,28,3,81,0,0,NA,1,2,62,4
3854,11/5/2022,Brighton & Hove Albion,Billy Gilmour,2001-01-20,DM,9,17,0,3,11,3,0,17,0,0,NA,0,0,15,1
3855,11/5/2022,Brighton & Hove Albion,Lewis Dunk,1990-12-15,CB,90,121,12,57,60,4,2,121,0,0,NA,0,0,102,0
3856,11/5/2022,Brighton & Hove Albion,Adam Webster,1994-03-12,CB,90,119,10,55,62,2,2,119,0,0,NA,0,0,100,0
3857,11/5/2022,Brighton & Hove Albion,Pascal Groß,1991-01-31,RB,90,56,2,11,26,19,2,56,0,2,0,1,0,45,4
3858,11/5/2022,Brighton & Hove Albion,Robert Sánchez,1996-12-07,GK,90,32,26,32,0,0,0,32,0,0,NA,0,0,18,0
3859,11/5/2022,Everton,Dominic Calvert-Lewin,1996-07-31,FW,60,23,0,2,9,13,5,23,1,1,100,4,2,19,6
3860,11/5/2022,Everton,Neal Maupay,1996-05-29,FW,30,12,0,1,1,10,5,12,0,0,NA,3,0,9,2
3861,11/5/2022,Everton,Dwight McNeil,1998-12-15,LW,70,32,2,3,9,20,3,32,0,1,0,3,1,22,2
